context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;context_token_position_5;context_token_position_6;context_token_position_7;context_token_position_8;context_token_position_9;context_token_position_10;context_token_position_11;context_token_position_12;context_token_position_13;input_token_position_0;input_token_position_1;input_token_position_2;input_token_position_3;input_token_position_4;input_token_position_5;input_token_position_6;input_token_position_7;input_token_position_8;input_token_position_9;input_token_position_10;input_token_position_11;input_token_position_12;input_token_position_13;target_token_position_0;target_token_position_1;target_token_position_2;target_token_position_3;target_token_position_4;target_token_position_5;target_token_position_6;target_token_position_7;target_token_position_8;target_token_position_9;target_token_position_10;target_token_position_11;target_token_position_12;target_token_position_13
2;37;64;29;267;73;111;114;6;3;0;0;0;0;2;35;62;26;61;307;74;228;4;3;0;0;0;0;35;62;26;61;307;74;228;4;3;0;0;0;0;0
2;75;77;36;27;95;6;3;0;0;0;0;0;0;2;79;78;45;25;63;284;4;3;0;0;0;0;0;79;78;45;25;63;284;4;3;0;0;0;0;0;0
2;39;126;45;11;306;52;16;115;101;221;115;154;3;2;21;74;308;92;312;89;128;10;63;315;316;154;75;21;74;308;92;312;89;128;10;63;315;316;154;75;3
2;41;36;10;16;101;101;79;29;71;122;128;81;3;2;35;45;38;9;319;74;95;20;61;92;318;155;4;35;45;38;9;319;74;95;20;61;92;318;155;4;3
2;37;12;153;303;173;79;115;165;38;49;6;3;0;2;60;21;312;119;46;82;51;4;3;0;0;0;0;60;21;312;119;46;82;51;4;3;0;0;0;0;0
2;286;36;10;157;13;185;6;3;0;0;0;0;0;2;45;38;11;73;15;142;221;4;3;0;0;0;0;45;38;11;73;15;142;221;4;3;0;0;0;0;0
2;18;21;101;46;73;75;20;71;52;46;6;3;0;2;23;142;259;312;79;46;19;151;320;92;4;3;0;23;142;259;312;79;46;19;151;320;92;4;3;0;0
2;40;84;46;97;6;3;0;0;0;0;0;0;0;2;36;11;187;309;75;288;250;4;3;0;0;0;0;36;11;187;309;75;288;250;4;3;0;0;0;0;0
2;39;17;127;10;16;115;71;268;29;303;254;71;3;2;27;319;320;312;128;38;14;154;95;27;312;74;315;27;319;320;312;128;38;14;154;95;27;312;74;315;3
2;37;69;36;11;122;115;172;6;3;0;0;0;0;2;35;69;34;39;259;211;4;3;0;0;0;0;0;35;69;34;39;259;211;4;3;0;0;0;0;0;0
2;18;126;10;108;25;153;101;99;71;6;3;0;0;2;207;38;27;74;99;74;309;63;119;168;4;3;0;207;38;27;74;99;74;309;63;119;168;4;3;0;0
2;40;28;118;271;46;29;153;256;21;152;273;306;3;2;36;15;61;307;151;27;111;46;16;259;107;315;93;36;15;61;307;151;27;111;46;16;259;107;315;93;3
2;39;38;43;17;122;118;211;6;3;0;0;0;0;2;26;63;128;42;13;74;99;312;308;92;4;3;0;26;63;128;42;13;74;99;312;308;92;4;3;0;0
2;41;27;306;99;46;14;258;131;22;101;115;132;3;2;35;10;63;75;111;27;63;281;48;20;61;172;172;35;10;63;75;111;27;63;281;48;20;61;172;172;3
2;37;60;36;27;71;127;52;6;3;0;0;0;0;2;39;59;34;19;180;4;3;0;0;0;0;0;0;39;59;34;19;180;4;3;0;0;0;0;0;0;0
2;18;11;101;306;273;153;73;10;108;13;115;111;3;2;10;63;315;316;111;38;29;92;138;168;4;3;0;10;63;315;316;111;38;29;92;138;168;4;3;0;0
2;209;38;47;14;99;273;173;253;6;3;0;0;0;2;82;47;16;95;310;188;4;3;0;0;0;0;0;82;47;16;95;310;188;4;3;0;0;0;0;0;0
2;37;53;36;105;6;3;0;0;0;0;0;0;0;2;35;50;45;116;4;3;0;0;0;0;0;0;0;35;50;45;116;4;3;0;0;0;0;0;0;0;0
2;40;17;267;10;157;28;254;303;98;6;3;0;0;2;36;27;312;74;95;74;40;15;142;128;61;72;75;36;27;312;74;95;74;40;15;142;128;61;72;75;3
2;39;15;101;306;99;79;37;124;46;177;81;6;3;2;65;308;63;95;318;154;128;39;25;92;316;287;89;65;308;63;95;318;154;128;39;25;92;316;287;89;3
2;41;36;63;29;307;6;3;0;0;0;0;0;0;2;35;34;66;27;74;99;74;320;187;186;4;3;0;35;34;66;27;74;99;74;320;187;186;4;3;0;0
2;37;56;38;159;6;3;0;0;0;0;0;0;0;2;48;54;82;157;4;3;0;0;0;0;0;0;0;48;54;82;157;4;3;0;0;0;0;0;0;0;0
2;18;32;303;200;12;195;44;21;249;115;6;3;0;2;27;74;19;151;315;133;74;20;93;27;133;150;4;27;74;19;151;315;133;74;20;93;27;133;150;4;3
2;40;36;43;208;6;3;0;0;0;0;0;0;0;2;36;45;42;27;215;283;130;4;3;0;0;0;0;36;45;42;27;215;283;130;4;3;0;0;0;0;0
2;39;126;22;130;57;6;3;0;0;0;0;0;0;2;21;74;308;92;312;89;128;20;93;55;4;3;0;21;74;308;92;312;89;128;20;93;55;4;3;0;0
2;41;21;303;92;111;45;29;115;122;258;173;6;3;2;8;35;19;74;14;319;46;89;29;73;313;133;4;8;35;19;74;14;319;46;89;29;73;313;133;4;3
2;209;38;43;166;90;6;3;0;0;0;0;0;0;2;72;42;8;315;312;199;114;46;4;3;0;0;0;72;42;8;315;312;199;114;46;4;3;0;0;0;0
2;37;120;32;267;15;306;99;6;3;0;0;0;0;2;39;167;13;319;74;11;312;320;142;318;200;4;3;39;167;13;319;74;11;312;320;142;318;200;4;3;0
2;18;84;125;6;3;0;0;0;0;0;0;0;0;2;86;123;4;3;0;0;0;0;0;0;0;0;0;86;123;4;3;0;0;0;0;0;0;0;0;0;0
2;40;36;55;10;80;6;3;0;0;0;0;0;0;2;36;34;56;38;81;4;3;0;0;0;0;0;0;36;34;56;38;81;4;3;0;0;0;0;0;0;0
2;39;38;27;71;127;52;45;16;101;6;3;0;0;2;37;19;187;204;58;16;75;119;46;4;3;0;0;37;19;187;204;58;16;75;119;46;4;3;0;0;0
2;41;36;82;37;77;6;3;0;0;0;0;0;0;2;35;34;84;35;78;4;3;0;0;0;0;0;0;35;34;84;35;78;4;3;0;0;0;0;0;0;0
2;37;113;36;12;131;51;6;3;0;0;0;0;0;2;35;120;34;19;152;211;4;3;0;0;0;0;0;35;120;34;19;152;211;4;3;0;0;0;0;0;0
2;18;261;10;41;127;122;128;71;6;3;0;0;0;2;170;11;63;152;75;44;10;61;307;74;323;61;4;170;11;63;152;75;44;10;61;307;74;323;61;4;3
2;40;36;39;122;201;10;238;6;3;0;0;0;0;2;36;34;28;130;77;38;26;63;315;216;155;4;3;36;34;28;130;77;38;26;63;315;216;155;4;3;0
2;41;36;10;173;177;185;46;21;249;6;3;0;0;2;35;26;312;74;315;316;111;19;99;74;199;27;133;35;26;312;74;315;316;111;19;99;74;199;27;133;3
2;37;241;36;192;6;3;0;0;0;0;0;0;0;2;39;254;34;164;4;3;0;0;0;0;0;0;0;39;254;34;164;4;3;0;0;0;0;0;0;0;0
2;18;42;76;29;277;95;6;3;0;0;0;0;0;2;76;85;10;61;95;130;141;4;3;0;0;0;0;76;85;10;61;95;130;141;4;3;0;0;0;0;0
2;40;36;54;10;149;6;3;0;0;0;0;0;0;2;36;34;53;40;165;4;3;0;0;0;0;0;0;36;34;53;40;165;4;3;0;0;0;0;0;0;0
2;39;28;122;177;10;134;6;3;0;0;0;0;0;2;29;312;128;40;178;4;3;0;0;0;0;0;0;29;312;128;40;178;4;3;0;0;0;0;0;0;0
2;41;36;55;37;108;46;118;122;118;81;6;3;0;2;35;34;56;35;23;142;107;259;102;4;3;0;0;35;34;56;35;23;142;107;259;102;4;3;0;0;0
2;37;28;73;130;36;12;173;101;46;95;6;3;0;2;39;27;312;74;95;98;34;10;142;154;98;4;3;39;27;312;74;95;98;34;10;142;154;98;4;3;0
2;18;261;10;22;71;250;51;232;8;298;6;3;0;2;170;40;299;8;48;6;304;4;3;0;0;0;0;170;40;299;8;48;6;304;4;3;0;0;0;0;0
2;40;21;101;282;12;153;101;302;101;173;249;6;3;2;8;36;19;74;65;279;95;89;35;10;311;63;308;8;36;19;74;65;279;95;89;35;10;311;63;308;3
2;39;126;45;17;156;131;6;3;0;0;0;0;0;2;21;74;308;92;312;89;128;11;133;119;46;23;75;21;74;308;92;312;89;128;11;133;119;46;23;75;3
2;41;36;10;16;115;71;268;28;51;81;6;3;0;2;35;45;38;14;154;95;10;61;95;89;163;4;3;35;45;38;14;154;95;10;61;95;89;163;4;3;0
2;37;77;36;14;308;118;165;46;171;6;3;0;0;2;35;78;45;10;133;63;4;3;0;0;0;0;0;35;78;45;10;133;63;4;3;0;0;0;0;0;0
2;18;61;273;101;73;75;32;195;250;6;3;0;0;2;22;99;320;312;150;79;10;133;126;154;4;3;0;22;99;320;312;150;79;10;133;126;154;4;3;0;0
2;40;36;43;28;254;122;189;6;3;0;0;0;0;2;36;45;42;295;4;3;0;0;0;0;0;0;0;36;45;42;295;4;3;0;0;0;0;0;0;0;0
2;39;38;66;94;6;3;0;0;0;0;0;0;0;2;37;103;77;4;3;0;0;0;0;0;0;0;0;37;103;77;4;3;0;0;0;0;0;0;0;0;0
2;41;36;58;10;64;6;3;0;0;0;0;0;0;2;35;34;49;38;62;4;3;0;0;0;0;0;0;35;34;49;38;62;4;3;0;0;0;0;0;0;0
2;37;25;153;101;99;71;36;27;252;6;3;0;0;2;35;27;74;99;74;309;63;119;34;72;104;4;3;35;27;74;99;74;309;63;119;34;72;104;4;3;0
2;18;42;47;242;6;3;0;0;0;0;0;0;0;2;41;47;245;4;3;0;0;0;0;0;0;0;0;41;47;245;4;3;0;0;0;0;0;0;0;0;0
2;40;36;43;146;6;3;0;0;0;0;0;0;0;2;36;45;42;10;111;61;318;312;320;61;4;3;0;36;45;42;10;111;61;318;312;320;61;4;3;0;0
2;39;38;24;231;96;22;303;173;92;6;3;0;0;2;21;189;24;319;74;98;128;26;312;95;19;74;308;21;189;24;319;74;98;128;26;312;95;19;74;308;3
2;41;36;10;204;27;306;99;99;81;6;3;0;0;2;35;45;38;10;63;75;111;235;197;4;3;0;0;35;45;38;10;63;75;111;235;197;4;3;0;0;0
2;37;88;36;119;6;3;0;0;0;0;0;0;0;2;35;90;34;13;129;4;3;0;0;0;0;0;0;35;90;34;13;129;4;3;0;0;0;0;0;0;0
2;18;126;45;27;272;6;3;0;0;0;0;0;0;2;207;44;46;279;95;130;75;4;3;0;0;0;0;207;44;46;279;95;130;75;4;3;0;0;0;0;0
2;40;21;303;92;111;45;28;51;6;3;0;0;0;2;8;36;19;74;14;319;46;89;10;61;95;265;4;8;36;19;74;14;319;46;89;10;61;95;265;4;3
2;39;39;174;45;37;11;71;122;128;6;3;0;0;2;13;319;312;128;8;39;23;151;266;61;4;3;0;13;319;312;128;8;39;23;151;266;61;4;3;0;0
2;41;36;13;115;122;178;10;287;6;3;0;0;0;2;35;34;11;312;307;319;313;104;38;291;4;3;0;35;34;11;312;307;319;313;104;38;291;4;3;0;0
2;37;57;36;62;6;3;0;0;0;0;0;0;0;2;35;55;34;117;4;3;0;0;0;0;0;0;0;35;55;34;117;4;3;0;0;0;0;0;0;0;0
2;18;15;101;306;99;79;75;20;71;52;46;6;3;2;65;308;63;95;318;111;79;46;19;151;320;92;4;65;308;63;95;318;111;79;46;19;151;320;92;4;3
2;40;36;10;23;156;46;71;6;3;0;0;0;0;2;36;45;65;309;142;315;261;4;3;0;0;0;0;36;45;65;309;142;315;261;4;3;0;0;0;0;0
2;39;38;22;101;307;51;45;10;108;107;6;3;0;2;21;189;20;319;98;128;8;40;21;319;74;320;61;21;189;20;319;98;128;8;40;21;319;74;320;61;3
2;41;36;10;16;101;101;79;137;6;3;0;0;0;2;35;45;38;9;319;74;95;10;63;308;312;95;218;35;45;38;9;319;74;95;10;63;308;312;95;218;3
2;37;53;36;12;173;101;306;79;52;6;3;0;0;2;35;50;34;21;319;307;262;4;3;0;0;0;0;35;50;34;21;319;307;262;4;3;0;0;0;0;0
2;18;84;291;6;3;0;0;0;0;0;0;0;0;2;86;10;63;75;111;75;4;3;0;0;0;0;0;86;10;63;75;111;75;4;3;0;0;0;0;0;0
2;40;36;58;116;6;3;0;0;0;0;0;0;0;2;36;34;49;122;4;3;0;0;0;0;0;0;0;36;34;49;122;4;3;0;0;0;0;0;0;0;0
2;39;38;74;37;148;6;3;0;0;0;0;0;0;2;37;65;35;159;4;3;0;0;0;0;0;0;0;37;65;35;159;4;3;0;0;0;0;0;0;0;0
2;41;36;82;37;27;101;101;197;6;3;0;0;0;2;35;34;84;35;27;74;198;4;3;0;0;0;0;35;34;84;35;27;74;198;4;3;0;0;0;0;0
2;37;69;36;166;90;6;3;0;0;0;0;0;0;2;35;69;45;8;315;312;199;114;4;3;0;0;0;35;69;45;8;315;312;199;114;4;3;0;0;0;0
2;18;42;14;220;207;6;3;0;0;0;0;0;0;2;41;70;315;63;75;323;104;4;3;0;0;0;0;41;70;315;63;75;323;104;4;3;0;0;0;0;0
2;40;17;267;10;108;19;101;301;6;3;0;0;0;2;36;27;312;74;95;74;38;27;154;278;168;4;3;36;27;312;74;95;74;38;27;154;278;168;4;3;0
2;39;38;85;28;153;101;230;6;3;0;0;0;0;2;96;44;10;63;315;316;222;4;3;0;0;0;0;96;44;10;63;315;316;222;4;3;0;0;0;0;0
2;41;36;10;25;153;101;73;101;273;115;122;118;3;2;35;45;13;63;97;310;154;309;63;4;3;0;0;35;45;13;63;97;310;154;309;63;4;3;0;0;0
2;37;22;306;46;123;36;21;101;306;79;6;3;0;2;39;20;319;46;115;34;229;4;3;0;0;0;0;39;20;319;46;115;34;229;4;3;0;0;0;0;0
2;18;126;10;167;302;231;6;3;0;0;0;0;0;2;207;38;10;63;75;126;44;23;74;152;4;3;0;207;38;10;63;75;126;44;23;74;152;4;3;0;0
2;40;36;240;56;6;3;0;0;0;0;0;0;0;2;36;34;251;54;4;3;0;0;0;0;0;0;0;36;34;251;54;4;3;0;0;0;0;0;0;0;0
2;39;38;66;10;215;6;3;0;0;0;0;0;0;2;37;49;38;230;4;3;0;0;0;0;0;0;0;37;49;38;230;4;3;0;0;0;0;0;0;0;0
2;41;36;27;303;196;10;233;6;3;0;0;0;0;2;35;34;20;63;285;40;174;4;3;0;0;0;0;35;34;20;63;285;40;174;4;3;0;0;0;0;0
2;37;103;36;12;98;152;6;3;0;0;0;0;0;2;39;131;34;19;312;315;316;73;4;3;0;0;0;39;131;34;19;312;315;316;73;4;3;0;0;0;0
2;18;42;55;10;102;6;3;0;0;0;0;0;0;2;41;56;40;110;4;3;0;0;0;0;0;0;0;41;56;40;110;4;3;0;0;0;0;0;0;0;0
2;40;36;100;143;6;3;0;0;0;0;0;0;0;2;36;34;112;158;4;3;0;0;0;0;0;0;0;36;34;112;158;4;3;0;0;0;0;0;0;0;0
2;39;38;63;10;83;6;3;0;0;0;0;0;0;2;37;66;40;196;44;208;4;3;0;0;0;0;0;37;66;40;196;44;208;4;3;0;0;0;0;0;0
2;37;18;221;36;22;71;173;176;6;3;0;0;0;2;35;15;312;74;152;105;34;44;75;75;312;318;83;35;15;312;74;152;105;34;44;75;75;312;318;83;3
2;18;261;10;119;6;3;0;0;0;0;0;0;0;2;170;38;25;92;309;202;141;4;3;0;0;0;0;170;38;25;92;309;202;141;4;3;0;0;0;0;0
2;40;36;49;37;141;6;3;0;0;0;0;0;0;2;36;34;121;35;149;4;3;0;0;0;0;0;0;36;34;121;35;149;4;3;0;0;0;0;0;0;0
2;39;126;22;130;12;153;122;277;46;6;3;0;0;2;21;74;308;92;312;89;128;20;93;26;312;99;151;21;74;308;92;312;89;128;20;93;26;312;99;151;3
2;41;36;43;28;73;115;227;6;3;0;0;0;0;2;35;45;42;229;4;3;0;0;0;0;0;0;0;35;45;42;229;4;3;0;0;0;0;0;0;0;0
2;37;11;306;46;36;21;249;6;3;0;0;0;0;2;35;8;319;97;307;319;46;34;25;74;318;222;125;35;8;319;97;307;319;46;34;25;74;318;222;125;3
2;18;42;139;116;6;3;0;0;0;0;0;0;0;2;41;143;122;4;3;0;0;0;0;0;0;0;0;41;143;122;4;3;0;0;0;0;0;0;0;0;0
2;40;36;13;101;51;50;17;175;71;177;228;6;3;2;36;34;49;52;27;133;74;61;4;3;0;0;0;36;34;49;52;27;133;74;61;4;3;0;0;0;0
2;39;38;100;10;64;6;3;0;0;0;0;0;0;2;37;112;38;62;4;3;0;0;0;0;0;0;0;37;112;38;62;4;3;0;0;0;0;0;0;0;0
2;41;36;13;115;188;45;32;228;6;3;0;0;0;2;35;34;100;259;319;308;83;70;27;154;278;4;3;35;34;100;259;319;308;83;70;27;154;278;4;3;0
2;37;80;36;74;73;81;272;51;6;3;0;0;0;2;35;81;45;16;163;111;130;163;4;3;0;0;0;35;81;45;16;163;111;130;163;4;3;0;0;0;0
2;18;21;101;46;73;75;16;173;248;111;6;3;0;2;23;142;259;312;79;46;14;61;309;93;4;3;0;23;142;259;312;79;46;14;61;309;93;4;3;0;0
2;40;36;43;24;115;273;152;303;309;95;6;3;0;2;36;45;42;22;75;199;95;312;323;209;4;3;0;36;45;42;22;75;199;95;312;323;209;4;3;0;0
2;39;38;68;37;107;6;3;0;0;0;0;0;0;2;37;68;39;109;4;3;0;0;0;0;0;0;0;37;68;39;109;4;3;0;0;0;0;0;0;0;0
2;41;36;97;37;32;195;6;3;0;0;0;0;0;2;35;34;132;39;23;133;74;259;4;3;0;0;0;35;34;132;39;23;133;74;259;4;3;0;0;0;0
2;37;113;36;28;98;71;280;6;3;0;0;0;0;2;35;120;34;194;4;3;0;0;0;0;0;0;0;35;120;34;194;4;3;0;0;0;0;0;0;0;0
2;18;42;85;61;10;294;6;3;0;0;0;0;0;2;29;63;266;8;11;133;38;23;93;74;63;4;3;29;63;266;8;11;133;38;23;93;74;63;4;3;0
2;40;36;265;226;74;37;25;101;101;173;6;3;0;2;36;34;21;209;77;65;39;23;187;308;219;4;3;36;34;21;209;77;65;39;23;187;308;219;4;3;0
2;39;38;66;10;22;71;250;51;6;3;0;0;0;2;37;94;40;299;4;3;0;0;0;0;0;0;0;37;94;40;299;4;3;0;0;0;0;0;0;0;0
2;41;36;11;306;52;51;16;115;101;221;115;154;3;2;35;34;10;63;315;316;211;10;63;315;92;318;312;35;34;10;63;315;316;211;10;63;315;92;318;312;3
2;37;117;36;28;250;176;6;3;0;0;0;0;0;2;35;113;34;231;173;4;3;0;0;0;0;0;0;35;113;34;231;173;4;3;0;0;0;0;0;0;0
2;18;42;21;199;165;51;45;22;306;46;123;6;3;2;41;45;308;319;308;311;104;20;319;46;115;4;3;41;45;308;319;308;311;104;20;319;46;115;4;3;0
2;40;36;184;10;28;153;229;81;6;3;0;0;0;2;36;34;302;40;11;319;308;311;61;4;3;0;0;36;34;302;40;11;319;308;311;61;4;3;0;0;0
2;39;38;89;24;156;16;115;152;79;118;122;115;3;2;37;91;8;21;287;318;155;46;8;307;319;74;152;37;91;8;21;287;318;155;46;8;307;319;74;152;3
2;41;36;11;306;303;173;196;10;107;6;3;0;0;2;35;34;100;46;318;75;223;40;109;4;3;0;0;35;34;100;46;318;75;223;40;109;4;3;0;0;0
2;37;27;101;127;36;12;173;101;46;95;6;3;0;2;39;10;133;111;126;154;34;10;142;154;98;4;3;39;10;133;111;126;154;34;10;142;154;98;4;3;0
2;18;42;47;45;137;6;3;0;0;0;0;0;0;2;41;47;8;123;4;3;0;0;0;0;0;0;0;41;47;8;123;4;3;0;0;0;0;0;0;0;0
2;40;36;65;10;182;6;3;0;0;0;0;0;0;2;36;34;64;40;191;4;3;0;0;0;0;0;0;36;34;64;40;191;4;3;0;0;0;0;0;0;0
2;39;38;66;10;179;6;3;0;0;0;0;0;0;2;37;49;40;190;4;3;0;0;0;0;0;0;0;37;49;40;190;4;3;0;0;0;0;0;0;0;0
2;41;36;13;101;51;37;21;122;306;99;79;131;3;2;35;34;127;39;169;4;3;0;0;0;0;0;0;35;34;127;39;169;4;3;0;0;0;0;0;0;0
2;37;64;36;74;37;24;258;99;6;3;0;0;0;2;35;62;34;65;35;15;63;75;119;4;3;0;0;35;62;34;65;35;15;63;75;119;4;3;0;0;0
2;18;42;25;122;302;172;75;11;122;273;46;6;3;2;41;12;315;316;61;279;77;79;46;20;215;74;89;41;12;315;316;61;279;77;79;46;20;215;74;89;3
2;40;36;67;37;113;6;3;0;0;0;0;0;0;2;36;34;67;70;120;4;3;0;0;0;0;0;0;36;34;67;70;120;4;3;0;0;0;0;0;0;0
2;39;38;138;37;103;6;3;0;0;0;0;0;0;2;37;145;39;131;4;3;0;0;0;0;0;0;0;37;145;39;131;4;3;0;0;0;0;0;0;0;0
2;41;36;54;10;80;6;3;0;0;0;0;0;0;2;35;34;53;38;81;4;3;0;0;0;0;0;0;35;34;53;38;81;4;3;0;0;0;0;0;0;0
2;37;57;36;11;101;303;225;6;3;0;0;0;0;2;35;55;34;15;220;320;83;4;3;0;0;0;0;35;55;34;15;220;320;83;4;3;0;0;0;0;0
2;18;42;136;75;166;6;3;0;0;0;0;0;0;2;41;148;8;79;224;4;3;0;0;0;0;0;0;41;148;8;79;224;4;3;0;0;0;0;0;0;0
2;40;36;68;37;20;187;128;165;6;3;0;0;0;2;36;34;68;39;290;4;3;0;0;0;0;0;0;36;34;68;39;290;4;3;0;0;0;0;0;0;0
2;39;38;240;10;29;256;6;3;0;0;0;0;0;2;37;251;38;289;4;3;0;0;0;0;0;0;0;37;251;38;289;4;3;0;0;0;0;0;0;0;0
2;41;36;163;37;69;6;3;0;0;0;0;0;0;2;35;34;23;93;185;70;69;4;3;0;0;0;0;35;34;23;93;185;70;69;4;3;0;0;0;0;0
2;37;77;126;46;16;267;6;3;0;0;0;0;0;2;35;78;21;74;308;92;312;89;14;93;63;99;219;35;78;21;74;308;92;312;89;14;93;63;99;219;3
2;18;42;28;71;178;10;13;115;111;46;6;3;0;2;41;10;189;83;38;29;92;138;4;3;0;0;0;41;10;189;83;38;29;92;138;4;3;0;0;0;0
2;40;36;63;10;13;101;302;257;165;73;219;6;3;2;36;34;66;38;11;63;308;319;315;74;95;89;99;36;34;66;38;11;63;308;319;315;74;95;89;99;3
2;39;38;58;25;173;152;46;6;3;0;0;0;0;2;37;49;23;151;95;92;4;3;0;0;0;0;0;37;49;23;151;95;92;4;3;0;0;0;0;0;0
2;41;36;82;37;15;165;221;6;3;0;0;0;0;2;35;34;84;39;10;142;279;4;3;0;0;0;0;35;34;84;39;10;142;279;4;3;0;0;0;0;0
2;37;16;115;248;36;16;256;99;6;3;0;0;0;2;39;15;312;142;307;61;45;29;142;150;4;3;0;39;15;312;142;307;61;45;29;142;150;4;3;0;0
2;18;42;47;45;13;115;171;6;3;0;0;0;0;2;41;47;8;100;259;319;308;220;4;3;0;0;0;41;47;8;100;259;319;308;220;4;3;0;0;0;0
2;40;36;78;37;12;173;101;212;6;3;0;0;0;2;36;34;80;35;8;75;315;133;107;4;3;0;0;36;34;80;35;8;75;315;133;107;4;3;0;0;0
2;39;38;85;45;10;12;101;99;221;189;6;3;0;2;96;8;38;100;308;312;142;97;4;3;0;0;0;96;8;38;100;308;312;142;97;4;3;0;0;0;0
2;41;36;54;10;27;71;118;278;6;3;0;0;0;2;35;34;53;38;16;95;309;63;75;315;74;4;3;35;34;53;38;16;95;309;63;75;315;74;4;3;0
2;37;29;256;36;29;195;6;3;0;0;0;0;0;2;35;289;45;70;97;4;3;0;0;0;0;0;0;35;289;45;70;97;4;3;0;0;0;0;0;0;0
2;18;42;97;10;287;6;3;0;0;0;0;0;0;2;41;132;38;291;4;3;0;0;0;0;0;0;0;41;132;38;291;4;3;0;0;0;0;0;0;0;0
2;40;36;39;122;201;10;13;115;111;46;6;3;0;2;36;34;28;130;77;38;29;92;138;4;3;0;0;36;34;28;130;77;38;29;92;138;4;3;0;0;0
2;39;38;49;10;112;6;3;0;0;0;0;0;0;2;37;51;38;160;4;3;0;0;0;0;0;0;0;37;51;38;160;4;3;0;0;0;0;0;0;0;0
2;41;36;47;237;6;3;0;0;0;0;0;0;0;2;35;34;47;270;4;3;0;0;0;0;0;0;0;35;34;47;270;4;3;0;0;0;0;0;0;0;0
2;37;116;36;192;6;3;0;0;0;0;0;0;0;2;35;122;34;164;4;3;0;0;0;0;0;0;0;35;122;34;164;4;3;0;0;0;0;0;0;0;0
2;18;42;54;10;149;6;3;0;0;0;0;0;0;2;41;53;40;165;4;3;0;0;0;0;0;0;0;41;53;40;165;4;3;0;0;0;0;0;0;0;0
2;40;36;125;94;6;3;0;0;0;0;0;0;0;2;36;34;182;39;103;4;3;0;0;0;0;0;0;36;34;182;39;103;4;3;0;0;0;0;0;0;0
