first,second,third,fourth,fith,sixth,outlier
6.362588891907689,6.17440690583771,5.992090172606361,7.353020306241767,6.828227007865004,8.069288146178211,0.0
6.734823734522426,7.363828200825175,7.745186163665423,6.011986839448714,5.865928986377757,6.071088775585351,0.0
7.269961154799366,7.311561968258064,7.17262274281771,6.674888540640478,8.119092572383348,6.187091650143797,0.0
6.772317120339117,6.374309546964181,7.6167455652883715,5.428516145802939,7.1896007660623775,7.338005003512104,0.0
7.738548527299258,6.489670525318623,7.795464436766498,6.947031874350953,7.395168674686769,6.754020562124567,0.0
7.117087091159557,6.59835663945393,5.979306570071784,7.1090316837544,6.862148435763724,6.31225730798187,0.0
6.101663166096671,5.82287702444026,6.004766239947089,6.834998155918117,6.348862125582593,5.92727322795788,0.0
6.887802343817095,7.251824485406692,7.119482415536007,7.007549924405583,7.080939070924345,7.241915515273398,0.0
7.457850639921028,5.480327836570356,8.101339525271737,7.494779851113765,6.694597789017493,7.214793016117136,0.0
7.259239358567759,7.727921477674065,6.168054965105199,6.260847384105551,6.658997343646835,7.34573180324733,0.0
5.731466324735582,7.696043401774303,8.288868993113294,7.739008177341668,7.318307490407357,7.133271048708955,0.0
7.9011569245281255,8.805938459398497,6.663130940755797,7.124319387724055,6.544654586658698,6.069926812398661,0.0
7.957512612717466,6.526854861924508,7.142710025545872,8.220264907802958,7.503275084555905,6.645706225065404,0.0
9.094076483862832,7.132710825057468,6.623049803927632,6.0575607685487585,6.687843252189282,9.045086550737256,0.0
6.699993982508117,6.218334676757463,7.883151333130783,6.481420846075838,7.027003663157885,6.249263458762279,0.0
6.460802537722691,7.308045215534103,7.22832229767784,6.9408785639621975,7.32133219386081,5.86128071896529,0.0
7.064366083776271,6.013978739581607,7.304632738539553,6.437071564560688,6.56480130208386,6.56189044232905,0.0
6.816060189189414,8.034314983097904,5.835953500739741,7.482548301530044,6.68681034713905,6.808589308826038,0.0
7.243175882435307,7.164227053637358,7.72826474997384,7.280777823883512,5.779889490897324,6.494975890037285,0.0
7.402885813990263,6.445081541108524,7.848059170069276,6.746540960396425,6.2880298980359,7.055528436966472,0.0
6.480285276783913,6.602127387494675,6.364282596796079,7.8839144396520116,7.839342465830729,7.414758497933614,0.0
7.698256124000506,6.419586962662976,6.605922081571799,8.061969628585578,7.469344327610665,6.248171155604391,0.0
6.655723361297071,7.552725051193988,6.647512585270231,6.152505539375093,6.472482288020128,7.78015638617208,0.0
6.226239254841058,6.76220468061265,6.868271116916967,6.659739486860329,6.775685128250585,8.303855362259359,0.0
6.086354589871699,7.55843704214528,4.973585977258791,6.806122222077468,6.860236659798408,6.4444650505979935,0.0
7.661843953107872,7.185512908364591,8.298545381676776,6.687431503183251,7.430510699978815,6.952373705267614,0.0
7.1878957664117955,5.903432364930204,6.714181169793559,7.7434854276410565,6.922053485667936,6.208355507165308,0.0
6.597260468568928,6.379286503952119,7.601894508834517,7.051753371102905,5.813919163548076,7.295011897139611,0.0
7.0793855546424505,7.147195249402957,6.147517346799417,6.376524312586975,5.884578588553651,7.095356307584771,0.0
6.559547737198546,7.16039798971984,6.169595283738447,7.623695126545782,6.388465292335112,6.955939614647622,0.0
6.552868872753796,7.085797873676431,6.813724425033523,7.140216190862882,6.473045344517401,5.781057792497407,0.0
6.7374205435667,7.7530852400834895,6.9950621091809415,7.396137036805384,6.909144674091581,7.433675879245821,0.0
7.525832854559118,7.089798137398588,8.329816126299695,7.125253507773465,6.875823292563783,8.014226305765893,0.0
7.249697200119035,6.545128084861749,6.549016769838939,6.987139714925013,7.395024301799553,6.6833620848296595,0.0
7.411302114253676,6.854866153982477,6.481506599370668,6.910680041447457,7.814624047833689,6.9051969707509935,0.0
5.798581368908746,7.21380161393103,5.204452761121786,5.989481959798147,7.121622225995751,7.196543587707924,0.0
7.772190885907803,7.989120779140286,8.503441020498547,6.645370329890791,7.387600283084558,7.170423552228057,0.0
6.796883545902274,6.076096027910529,7.4867320172847025,7.610006781421902,6.700256353709017,7.453506315219479,0.0
6.666445622033609,7.0763951743017595,7.83955747113488,6.709677014682696,6.9499469748964335,6.623033171718509,0.0
7.208262490064059,6.676652424996924,6.716802436292423,9.138509968526265,6.797481445401489,7.671943715147736,0.0
7.295705651504478,7.4638397933691225,6.642821284748752,6.095600052770123,5.830142463804107,7.826992215660764,0.0
7.3950424910185175,6.3644646113485654,7.099979701728068,6.868127915142409,8.229024897173169,6.654409684282653,0.0
6.5708174792020735,7.190273516598812,6.773687735245929,6.8220358039457745,7.26818806468593,7.269291452838401,0.0
6.146178445300845,8.187583532313427,7.832504845993274,6.244003856519852,7.1433119059301236,6.267158289748114,0.0
5.876975794818903,7.082411468723616,8.197863624046242,8.226893079672841,6.173812274604608,7.304070291191083,0.0
6.951798848869256,6.941647156462874,7.074127675473913,7.09572336553028,7.886695241348795,7.202474545844108,0.0
6.217400533034518,6.732095210796195,6.285506268567778,6.587806092663803,5.572931254294846,7.729222039601356,0.0
6.495495376197672,6.61311952941411,7.645210463768519,8.36833362539503,6.275137044498184,7.675527632035048,0.0
7.870388610908247,7.485273588267889,6.914908408084592,7.600449998487132,8.126388125083146,7.279805007023949,0.0
7.293688823847049,5.879938182324254,6.4583829161732655,7.302903990981629,8.368290527726113,6.128348796821175,0.0
7.100872846296994,7.2566977059054185,7.103502247758048,6.594159821947626,6.014824961654485,8.21444113101645,0.0
6.582590386462748,6.775197322663862,7.2637274467444275,7.469576799733168,5.804453110929883,5.855057892182955,0.0
7.983282072954367,7.401195876512321,7.408304355596789,7.597462685640119,7.949222899776891,7.5931033450321035,0.0
6.179685803009733,6.869037144432233,7.753191205897956,6.157704354052283,7.495209182409827,6.833722441674555,0.0
7.565188570734611,6.371390715368307,7.078621545609417,6.691346315717864,6.557093803518083,7.313851374391651,0.0
6.722965575433865,6.701483569877862,7.6486267358514475,8.112589329529026,6.796475051936985,6.305290714630974,0.0
7.375741492940938,7.489173114072936,7.4939427607136695,7.737685075234223,7.379935091930514,6.048063359565272,0.0
8.04198859872305,5.962048765219625,7.745643310077782,6.328300212301619,7.560823070157123,7.393055228658938,0.0
7.15048416522609,7.041713764352471,7.204332372313386,6.675900834040503,7.135504209525331,7.848996825256468,0.0
6.921132835884437,5.894947825338939,7.20228519252338,6.7015330262401,7.148601723464705,6.544025394520791,0.0
6.13982279821333,8.439738373299813,7.432871119589652,6.7864901637678345,6.292387797470288,7.073500073610116,0.0
6.746822041815754,6.789662490676327,7.28480325561806,5.959509337805059,6.939736278120007,7.62336314545754,0.0
6.851388501744827,6.344940804725111,7.144109346166854,7.323810848962792,6.98708667229338,5.900648064518014,0.0
6.774225497968784,6.549472555588578,8.130354047590153,7.148966677673557,8.349534387423368,6.602183236198225,0.0
6.341673140407554,6.5333177815196155,8.063446706198764,6.418469778141996,6.269455452360074,7.549429954254099,0.0
6.967970875018748,7.091202145889899,7.706808364165051,6.77692989040154,7.889463683456982,6.680646423940307,0.0
6.802941683484336,7.092859436158759,6.195551336777069,6.380855633951133,7.135871230803484,7.119671026916504,0.0
7.583586115883019,7.427131378047954,6.09493886989798,6.492455550179739,6.723877672593876,7.194826381094824,0.0
8.151288399297508,7.884932750723395,6.1229359675934765,7.330607148223528,5.896782772059372,7.394611812292855,0.0
7.022490082329033,8.760468967318657,7.530389376438592,5.645863815190719,6.285759833256973,6.912224412339183,0.0
8.834571269199436,7.73436719535264,5.873455123887567,6.669226845176306,5.906685898212153,6.464100671121585,0.0
6.73393517698924,7.081015367741919,7.573307395233297,7.707162350325725,6.811240690647967,7.208964431035169,0.0
7.266690004589333,5.32146151003606,7.021349736072775,6.994585784886755,6.859753467275581,8.15412979186568,0.0
7.291862336336369,7.119531801943976,7.0866891540987185,6.0900441493924635,6.960333051998785,6.226951202755742,0.0
7.238011613052245,7.1579764730750535,7.7968364155988015,7.599976213733557,7.027685251272305,7.541393889395275,0.0
7.3629131909078,7.741894338321819,6.583273241815935,7.1278866093631015,6.684310319262905,6.865124045658097,0.0
5.728900796745924,6.667269195633846,6.248064394042343,7.793056042466175,7.105395058794544,7.4509834963212365,0.0
6.193330867356893,6.827009133199433,7.041714402736296,7.049664622456819,7.34000526875878,6.854982546925567,0.0
6.103919128433404,6.777596802565071,7.436064551221524,7.5980046554489755,7.083529083105403,6.730028188665195,0.0
6.556362754968938,6.936415880494198,7.224608733256631,7.429426042485714,7.85418962961307,7.9592503914302455,0.0
6.713184975801322,7.462262921156413,7.201374555853842,6.5783397730947915,6.169964828517715,6.809269152751443,0.0
7.295111000427943,6.80528488949589,7.619740573915173,7.473178907736411,6.6954534949946884,7.1101118253757,0.0
6.870254041250538,6.659729013407635,6.568821483006343,7.72892713475053,7.855717008580744,6.703970466115045,0.0
7.287809482294623,7.81148917140632,7.59072126894349,6.345773614350066,7.730243866033931,6.121728122685985,0.0
6.041149626752246,5.898520620021172,6.5805803083880505,6.922936755590255,6.020095016130592,7.1222582123522615,0.0
7.219268915160832,6.664770221928076,6.919194598250818,6.032972212202026,8.040049115154444,6.794498575482217,0.0
7.153176642179952,6.718717870973352,6.662397939137286,6.603234666217873,6.580815513668281,6.228591421266052,0.0
6.071790215132673,7.243309849364358,6.202559140939763,6.127543259459386,6.0060604677495775,8.118962422284639,0.0
6.383710261147627,6.83917060477627,6.470703772538105,7.069811911062099,6.944744058129822,6.888069291626829,0.0
6.895220606761204,5.985509126747498,5.8272994064964205,7.072959272170867,7.462555436956283,7.465797611637654,0.0
7.951478952688438,6.726781831700954,6.915450589353616,6.062724322414924,7.150665618747956,7.702607551015225,0.0
6.746903116962673,7.490517661658489,6.359733165174082,7.41387050998066,7.42781979334986,7.135499202647298,0.0
6.757547883933779,6.968499240573544,8.039452353766883,5.574297520983941,7.80677083107149,6.2906327052732,0.0
7.155763086309167,6.3779859742594684,6.638717524034054,7.316835489588535,5.957829236744078,6.899750075279877,0.0
6.442051547142533,5.8948870611779265,6.783925546209591,7.242529561631102,7.843310613852131,6.852343084794535,0.0
6.437804017381563,6.829864335081588,7.295311595735273,7.051980839631402,6.367458671422358,7.699646494219699,0.0
7.175622904984705,6.542516921263889,7.349491877429442,7.496852806973335,5.23965007464149,6.868484564007291,0.0
6.570808963764821,6.395592057724831,8.201177526180992,8.821464206153966,7.818514365854448,7.9086787808103605,0.0
7.422104377159514,7.051161091041372,6.073486438904002,6.963395205274444,6.77669640902473,6.4815193590777,0.0
6.77622959093013,5.784657520473483,7.256207744446585,7.913132065874399,6.815690614715921,8.275463459075665,0.0
8.934166986467826,6.7931997023959045,6.324793358710756,6.6468352893316425,7.037813196533983,8.001914026641632,0.0
6.397825149479367,7.561706429270096,7.369599089889251,6.7977873690697,7.504034939694112,8.318880605701429,0.0
7.479111047871945,7.612744802423691,7.180386494505022,6.8037501309356205,7.283993112917279,7.195847943531155,0.0
7.509445151187358,7.045321428908181,7.03259027077749,8.405771216475157,7.14592440378337,6.786449902194857,0.0
6.914165191806806,6.252791732877759,6.976831896493276,6.834638247657978,6.2327941114354655,6.548976359363218,0.0
7.333826458185573,7.415432907751971,6.177211387801734,8.190015669049846,6.990757052537534,6.438722910359594,0.0
6.1342092508821935,6.800368487063658,5.993070905876144,6.851573541061572,5.861339869924881,7.259756556483662,0.0
7.2782492535978625,5.640926232202608,6.944740004001379,8.093461882246238,6.226542437792357,6.857645010854873,0.0
5.354507922383034,6.844236651640497,5.856986373322267,7.709460870506095,6.157848483804347,7.430327219171568,0.0
7.119472522935481,6.118269572217328,8.087863581053227,6.16304028780035,6.685186997245992,6.834727252111286,0.0
6.691817143524675,6.650256572439045,6.617217015186094,7.296864809681611,6.273712163980973,7.274502700443505,0.0
5.552915964889725,7.671561223541576,7.062552412021065,8.569230641707902,8.938206004588515,6.952460147064315,0.0
6.158253907153381,6.5358671257178775,6.924851722636539,6.791345524844356,6.928317709607056,7.604688370732579,0.0
7.964667791453501,6.534469181181631,8.555621747380007,7.645836013373553,7.479286847147055,6.209076630660563,0.0
7.622951258465975,8.027701785008528,7.148877591977108,6.327231440601605,7.989173409219028,7.055304393873989,0.0
7.062052636358492,6.707102701020037,6.78648910767503,6.770930234368987,5.4066970133083,7.062334480818466,0.0
6.856512276626435,7.294860352080024,6.654224562821548,6.917904413603133,8.569172528755875,6.866460911844868,0.0
7.2640108898988025,6.557209239902502,8.014020946431682,6.1361804560803455,7.125062697055637,6.739565147179226,0.0
6.96426608363098,6.396931357272255,6.154284183544141,7.4719247137001785,7.488369375981856,6.274728573117539,0.0
6.940925216606534,5.900498286300382,8.17973365870409,7.515167596074179,6.912871598520582,7.789255265805977,0.0
6.796518854547494,6.478231498937028,7.315872311602816,6.395090628269305,6.711242627426272,7.4837465949070205,0.0
6.848023586414466,6.952412145893394,8.138662905789749,6.670887979577199,7.109436738007719,7.244557933208573,0.0
6.385485918665385,6.110473413200829,5.91180285121098,7.043049349838232,6.2153954041666655,7.388240508984946,0.0
7.059521671644428,7.074742939373774,6.823041950849318,7.260448225013215,7.60547781989707,7.096212744517142,0.0
7.035692970990972,7.533570887925619,6.850870817048647,6.835154679210331,6.596357505487796,7.306475259465512,0.0
7.310122251191376,7.382464666367777,5.32043117101097,7.216789454115595,7.848475685080525,6.685669840739855,0.0
6.95360565992086,6.350404056106719,7.841210948191366,6.658421147731358,6.734283848153976,7.632123809453822,0.0
6.925654710941514,5.386637567137916,6.511032620768344,7.740559093461048,7.2895904065787,5.8170536006837485,0.0
6.127105404196195,7.301677335766344,5.879185120159302,6.950493703234284,7.911539486363553,8.043156421957846,0.0
6.422291529431402,5.428783113588144,7.1453385273664525,6.862201127090979,7.903288886102535,7.8050321353213015,0.0
7.246371960019763,6.487596555261036,6.6290750399022045,6.594121447929817,6.82509229290183,8.683572067589559,0.0
7.6489975818196,6.646074065510594,6.96560747513029,7.511806551931308,6.1630242603325645,6.76003756450012,0.0
7.499754095288545,7.5612466754938055,7.319603615116353,8.577083882025812,7.035477190186887,7.051036052191665,0.0
6.602677881058309,6.937497210830555,5.741105011153633,7.202539992607178,7.844318914789038,6.956837032652702,0.0
8.020406301072015,7.180970495422443,7.796364786349804,7.927304538046081,8.113785049053648,7.430195162408723,0.0
6.904075189400382,6.585062071713579,6.864304545184066,6.805270622794179,7.437315365554758,6.1304821935257054,0.0
6.578482591671304,6.614697963356579,7.176864743294431,7.033486057567352,6.692205792751399,8.131790728129783,0.0
7.405938508579236,7.211799153531077,7.440022759848081,6.759489667421974,7.079027532351047,7.851789053074109,0.0
7.482180643746346,6.689096706512897,7.724119307677743,6.496666831458246,7.845407414144509,7.520249050840601,0.0
6.167899373465002,6.093881923857666,7.214504736510121,7.289880414039521,6.562202801007056,5.57245074338676,0.0
6.772170870434976,5.566316199131964,7.190640284974208,6.9100357550214975,6.959762785703994,5.729721247812369,0.0
6.470726900877471,7.633014390172587,6.8569293876918795,6.268657079732621,7.081957939942314,6.572714643421701,0.0
6.737205657996309,7.5580870769348945,5.619736448769376,6.839188624029488,7.244072077013441,5.501441850464012,0.0
7.210985061596881,5.920155606092868,6.7323528863145015,6.555848602927489,6.746614293041182,7.316101265687467,0.0
7.125901368529165,6.105184885495133,7.658581107540226,7.0477002402533895,7.436855532061253,6.863164972787541,0.0
6.337732540170903,7.17472144686752,7.444582059525471,8.41690576873633,6.867275634313106,6.806476617305121,0.0
8.321409004809603,6.846719635413906,6.440460943809708,6.642251634802245,7.412025079690873,7.457751765272099,0.0
6.759214841246121,7.733352956031499,7.2261763747183565,8.126507233251228,6.853477050560339,6.787840950873217,0.0
8.110377184136455,5.780286037255973,6.652247097357529,6.007661767339746,7.188789583365427,7.215466291260105,0.0
6.171162646383621,6.670476729159155,7.558729224037755,7.066392709427806,8.10819105051281,5.640906816376847,0.0
6.514158185849944,7.395744536092253,7.267051995501833,5.97109583166337,7.017537653705413,7.461005001172206,0.0
6.437500356434964,7.034889689852184,5.620310330364513,7.21511636721256,6.596335426288143,7.463236261553531,0.0
7.296093644384319,7.38434288014584,6.0505140013891365,7.891966143649805,6.697503261925782,7.1171813804264366,0.0
6.178220040107635,6.794850383255275,7.535209373074732,6.569491271989157,7.162582726239695,6.9321653082292425,0.0
9.034461037436659,6.876349994770901,6.9599010126442,6.062219581608298,5.946734343599649,7.123524351383208,0.0
6.573491584048682,6.263135161815855,7.285109677482655,7.202784514197039,7.123670936686945,7.615383958160582,0.0
7.7477512848485155,7.13598506286953,6.564418642106246,5.085205806829461,7.481709686585967,7.566286968452366,0.0
7.699673706654126,7.671352564657249,5.634406799175802,7.48550261910758,6.1917442435944,6.0007774173953194,0.0
7.013627969088346,7.46903894788521,6.428166842463272,8.170462502264058,6.607166953705232,7.931901540980873,0.0
8.331771280732706,6.976373259633598,7.0253967584606025,7.06104036768726,6.007371620152194,5.855303933201432,0.0
7.460503232185869,6.87432125156554,6.755442127067508,5.296430660585797,6.401917978088457,6.4080766821424335,0.0
8.09977468996407,7.579664029967933,6.747062303925374,7.662188274256671,6.7529898016086705,6.7678273756621135,0.0
7.189814850429867,6.124731698791089,7.2623532603445256,7.43725140166713,8.227489999475335,6.695076464472489,0.0
7.009454323623844,6.23582848617785,6.53442706391181,7.203365576012539,7.3201549530410785,6.602877737889456,0.0
6.028787975281926,5.756500483483009,7.573084632938046,7.7743331969934,7.997543587729286,6.28513943662922,0.0
7.6420790543916794,6.389200952547122,6.045060458776836,7.709875018256817,7.052153681750811,7.400352396340219,0.0
7.789387032336248,5.76396539891873,6.8639111063319795,6.784078504069594,6.344809796721472,6.855372838412459,0.0
7.061554211166825,6.104875951851966,4.6546736859265145,7.140479952992964,7.097353836494099,7.278118304206705,0.0
7.462657488626398,7.117922378922436,8.136349832866486,7.73362906662447,6.992163331308398,6.641430003161615,0.0
7.451269195022661,7.081045663434834,6.811311203236582,8.030718231086556,6.291473529134574,7.785084458978671,0.0
7.307040342425458,5.7498372011012036,6.927368339600757,6.545400437402263,7.580422061220072,6.018447805090445,0.0
6.654997876998789,7.118175198712125,7.342095121412587,6.887429684802447,6.942668715098952,7.698750636215241,0.0
6.777178108549425,6.630060579366966,6.253562764784385,6.412987474422253,7.3307555843229135,6.7179381717016575,0.0
7.062162353450831,7.340177443168756,8.085900108051373,6.625874596134399,6.5197096778688675,7.38705267829768,0.0
7.736728577525928,7.09249411476481,7.2338912590609175,7.251206842187428,7.475951500986715,6.995882628032896,0.0
6.869506781161577,7.6403976824907955,6.665887867342001,6.443090274390489,6.9847479239032255,5.471033377237283,0.0
7.6557843521305635,6.048396391105749,7.214456087620441,6.346885206509555,6.263395391827913,7.3061916435708225,0.0
7.28192667620634,5.888605144963449,6.980884860784472,6.491452173365699,6.809515938349757,7.14121163088476,0.0
8.057339368946474,8.024027113439862,7.646698911141989,7.726867665436896,6.639416724742477,7.538977749390888,0.0
7.986680025265967,6.943848921111855,6.974541863706461,7.066230538610605,7.103533782474091,6.467619103216613,0.0
6.538775881267386,5.791990401808883,7.137344936120799,7.328558370476884,6.120072089476089,7.45978362166548,0.0
7.167245870462848,8.518959314190933,7.439631352911253,7.481250413720351,6.021207617050203,7.401034599764004,0.0
6.709875526617404,6.964193053591258,8.49389371139623,7.970707863127671,7.069594490029921,8.33692553701174,0.0
6.885620820206753,7.266289214676219,7.148279863154544,7.625928301021208,6.971098618656979,5.8000868486583546,0.0
7.514931488790351,7.304033798043421,6.820700040926817,5.1986651706592575,6.3167854781182475,7.823075396882346,0.0
8.191220760403333,7.493812156266937,7.184084063596574,4.708149313570183,7.648345378253575,7.163938438358436,0.0
6.968753545496974,7.241227109491625,8.713338697660246,7.403276714103518,7.928505859119207,6.456640078174412,0.0
7.088747671827877,6.513192103064037,7.898382074839531,7.672084369037973,7.012257017127526,7.412183610963168,0.0
7.135303857616578,7.75818027555213,6.377722701018719,6.483843440496778,7.55631899875276,6.488487594847457,0.0
8.71531747321942,6.239938445489179,6.666878936562927,6.379845237556694,7.216810606125801,7.070983154486254,0.0
7.9489139398595245,7.250594836733095,6.0337124197606276,6.852524941447878,7.594752413764505,6.347224115773876,0.0
6.8096781702621065,6.223380843067395,7.455454187520521,6.994920344184964,7.244200054145647,7.036063783179507,0.0
7.534317473756291,6.485507136979994,5.963129250466859,8.223833914895906,7.355471360147501,7.271227794463498,0.0
7.883344082214234,7.014937540203905,7.227473633242806,5.870743751668817,7.060243435582895,6.808763428233771,0.0
6.782981986605494,6.247017974778969,7.569967941239077,6.5359835935221655,6.912806420619016,5.860541445290203,0.0
7.308933739811126,5.745278469947113,6.159953554416701,8.491266618852206,6.489828665437739,7.334802676491258,0.0
6.886871709787742,7.051665331428102,6.691137734741661,6.773674745335386,7.494568430648443,8.401529641400003,0.0
7.399111524207898,7.025709573399359,7.2012236146622195,7.6082960924614795,6.300665375895229,7.111592400224437,0.0
6.786440867872474,6.289933755893836,6.2131965746354325,6.341507106629036,6.638889850968642,8.04241335004274,0.0
6.419873835253661,7.3273752217121215,7.7712801836715,5.83715094811911,5.766517175792246,6.992069677263155,0.0
5.725282217818651,6.884050805020953,8.051945820317947,7.055782911548619,7.496865021778046,6.413620237427354,0.0
7.987431286282153,6.884337425070486,7.771676461724298,6.11545367579637,6.72801042984242,6.153226060827418,0.0
7.94886887157138,7.669496363242695,6.9909919433353505,6.6375478103051515,7.123033714834485,6.236903438941757,0.0
7.62921145574965,7.457230258307883,7.087533840985994,8.358413486490608,6.5285841256756285,8.588262641413651,0.0
7.674265986926414,6.226285747298049,7.694069570735836,6.262711761444861,6.972528309294033,7.330553103745718,0.0
7.324573930521366,6.442952500276622,7.540193774318595,7.9158070302082315,7.863201811085732,7.604409439770065,0.0
7.2058238702752275,6.857237689350031,6.785936351584079,7.080242083411778,6.661657377884361,7.021339285083267,0.0
7.4479825018584505,7.3357109057066285,6.972329611462383,7.103590270369765,7.641707932940049,7.380216591965675,0.0
6.965985595496354,6.464028022871617,7.66496789724698,7.5999796785970695,5.776068546901031,6.86401901906083,0.0
6.859550044304463,7.229447495863327,7.049919605910735,6.944105575376122,8.24476086562998,8.471895134829856,0.0
5.650173142103243,6.314514129242293,7.310312351344481,6.351388595447214,6.615108641727566,6.669929560786924,0.0
6.293416546387558,6.343893000405327,7.145351861659184,6.60354393485857,7.130281121301926,6.535757996535719,0.0
7.264155284518603,6.418024682626934,5.313958832376196,7.259173718337482,6.791367894072345,6.561397641235093,0.0
7.52077326674511,7.34069540534931,7.099686046980453,6.115400543467869,7.613487864456696,8.175243201954025,0.0
6.3621503155997425,8.197244917909526,6.826134661696672,7.210028813825687,8.32023851679287,6.196630725772502,0.0
6.9781279015037665,7.867600237944071,6.526212538180469,5.580707418566108,6.808182974823597,6.99253262432905,0.0
7.632654623246043,7.599366783340308,6.55183981947352,6.533646565563953,7.359400703586526,7.065969209230901,0.0
7.2386348237279865,6.839759214062214,7.914139957555538,7.2427141166919595,6.886977259507831,6.147433408204443,0.0
7.739884726807449,6.995938161854188,6.3843380402807695,6.711365067912225,6.1668783841989026,6.383420799066954,0.0
7.349131513497966,6.673577240267383,7.066545316088713,7.148148574965288,6.34896863807491,7.385680311441423,0.0
8.606859589969538,8.351552468189908,6.703123334363253,5.5019407354448155,6.7634060686663755,7.002890102313953,0.0
7.458121715236845,6.404617987669934,6.454830792609429,6.381156522434559,7.37712661960297,7.618226415078627,0.0
6.594791037677992,5.486802710025534,6.823817100170979,7.312766050454487,6.02805912233383,7.450789984409304,0.0
6.80420608768264,7.537883171533619,5.647447455643966,7.879080879372653,7.192541679312435,5.996118729366205,0.0
7.478848269817776,7.976475892101906,6.378179655639824,8.03223946110997,6.304997486758088,6.975760237146767,0.0
7.317632353477484,7.79933448615642,6.4948738650713995,6.212811437903595,6.720805368880641,5.946082383976991,0.0
6.406661282748027,6.935560598530099,7.380251925947569,7.194626787021233,7.835220653050026,7.989883755297361,0.0
8.299687109803461,6.148664445246369,7.282884546690839,7.765907488595822,6.202029159650664,7.574847518635345,0.0
7.502089451940214,7.705503882686016,7.095293568754767,6.925218313413194,7.177249880408159,6.84794996810652,0.0
7.720833095331286,6.460822915055597,7.923909859754692,5.835690867093806,7.626951043047546,8.171889664947026,0.0
7.325129737998055,6.797205466446427,6.520579634850284,6.8301986701182145,7.5660463814901115,7.300554978015251,0.0
7.67085020249145,7.398571643305028,7.609426816241404,7.122310643748104,7.897333132991714,6.417808447189811,0.0
7.060797502496573,6.988675264945233,6.277269146317399,7.2411252852439825,7.010761171076122,8.388472437822113,0.0
7.101684307398808,6.523311027551301,6.628896234256075,6.756921665798406,6.888368299005814,6.914785901497852,0.0
6.1704441298071275,7.071706527551252,6.032666224385119,6.5864919344873805,6.64152644920448,6.430780747759118,0.0
6.3075403180357,7.6894365481979925,7.478841420672317,7.2583117555348595,7.558622917289257,7.132553656135057,0.0
7.312805287890314,6.41535550911875,7.3159482069093125,7.248558751262373,6.704461502994484,6.466778104056773,0.0
8.022520705717929,6.88092398359054,6.236801269250387,6.342683310184109,6.295597943412305,6.70773852019171,0.0
