kidsdriv,age,homekids,yoj,income,parent1,home_val,mstatus,gender,travtime,car_use,bluebook,tif,red_car,oldclaim,clm_freq,revoked,mvr_pts,car_age,urbanicity,minivan,panel_truck,pickup,sports_car,van,z_suv,<high_school,bachelors,masters,phd,z_high_school,clerical,doctor,home_maker,lawyer,manager,professional,student,z_blue collar,class
0.00000,0.56923,0.00000,0.47826,0.35636,0.00000,0.00000,1.00000,0.00000,0.43066,0.00000,0.39332,0.20833,1.00000,0.00000,0.00000,0.00000,0.23077,0.41935,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.29231,0.40000,0.45539,0.05777,1.00000,0.00000,1.00000,0.00000,0.50365,1.00000,0.11328,0.20833,0.00000,0.00000,0.00000,1.00000,0.00000,0.22581,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.44615,0.00000,0.00000,0.00000,0.00000,0.12071,0.00000,1.00000,0.31387,1.00000,0.06594,0.00000,0.00000,0.00000,0.00000,0.00000,0.23077,0.25806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1
0.00000,0.35385,0.60000,0.52174,0.14136,1.00000,0.20440,1.00000,1.00000,0.27737,1.00000,0.13321,0.20833,0.00000,0.00000,0.00000,0.00000,0.00000,0.51613,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.66154,0.00000,0.52174,0.23829,0.00000,0.00000,1.00000,0.00000,0.29197,1.00000,0.20399,0.00000,1.00000,0.78645,0.40000,0.00000,0.30769,0.12903,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1
0.00000,0.40000,0.00000,0.47826,0.16332,0.00000,0.21711,0.00000,0.00000,0.27007,1.00000,0.18596,0.20833,0.00000,0.00000,0.00000,0.00000,0.00000,0.61290,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.27692,0.60000,0.56522,0.09269,0.00000,0.10378,0.00000,1.00000,0.16058,1.00000,0.09965,0.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74194,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.23077,0.40000,0.52174,0.05150,0.00000,0.10595,0.00000,1.00000,0.31387,1.00000,0.23198,0.12500,0.00000,0.00000,0.00000,0.00000,0.00000,0.32258,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.18462,0.20000,0.56522,0.12009,0.00000,0.19270,0.00000,1.00000,0.17518,0.00000,0.10566,0.20833,0.00000,0.15665,0.40000,0.00000,0.00000,0.12903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.41538,0.00000,0.56522,0.10139,0.00000,0.17455,0.00000,0.00000,0.34307,0.00000,0.36723,0.00000,1.00000,0.00000,0.00000,0.00000,0.23077,0.12903,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.49231,0.00000,0.60870,0.26231,0.00000,0.31956,0.00000,1.00000,0.22628,1.00000,0.14112,0.20833,0.00000,0.14464,0.20000,0.00000,0.38462,0.54839,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.47692,0.00000,0.47826,0.12610,0.00000,0.00000,1.00000,1.00000,0.17518,1.00000,0.26671,0.37500,0.00000,0.00000,0.00000,0.00000,0.07692,0.25806,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0
0.50000,0.43077,0.40000,0.00000,0.00000,0.00000,0.09301,0.00000,1.00000,0.02190,1.00000,0.06448,0.20833,0.00000,0.05852,0.60000,0.00000,0.00000,0.45161,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.46154,0.00000,0.60870,0.16776,0.00000,0.23441,0.00000,0.00000,0.01460,0.00000,0.35404,0.00000,0.00000,0.03715,0.20000,0.00000,0.15385,0.48387,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0
0.00000,0.67692,0.00000,0.52174,0.10337,0.00000,0.20642,0.00000,1.00000,0.08029,0.00000,0.14346,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12903,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.26154,0.20000,0.56522,0.21689,0.00000,0.25524,0.00000,1.00000,0.16058,1.00000,0.22465,0.33333,0.00000,0.00000,0.00000,0.00000,0.15385,0.58065,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0
0.00000,0.24615,0.20000,0.39130,0.08521,0.00000,0.13347,0.00000,1.00000,0.15328,1.00000,0.12500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.12903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1
0.25000,0.43077,0.40000,0.73913,0.12394,0.00000,0.24781,0.00000,0.00000,0.08029,1.00000,0.30173,0.66667,0.00000,0.00000,0.00000,0.00000,0.00000,0.48387,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0
0.00000,0.29231,0.00000,0.34783,0.19670,0.00000,0.00000,1.00000,1.00000,0.15328,1.00000,0.15709,0.20833,0.00000,0.00000,0.00000,0.00000,0.23077,0.48387,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.36923,0.40000,0.00000,0.16776,0.00000,0.11158,0.00000,1.00000,0.07299,1.00000,0.18508,0.20833,0.00000,0.66846,0.40000,1.00000,0.30769,0.48387,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.58462,0.00000,0.52174,0.09049,0.00000,0.17896,0.00000,0.00000,0.16058,0.00000,0.32972,0.12500,0.00000,0.00000,0.00000,0.00000,0.38462,0.36446,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.50769,0.00000,0.21739,0.13417,0.00000,0.18462,0.00000,0.00000,0.18248,1.00000,0.21073,0.00000,0.00000,0.00000,0.00000,0.00000,0.07692,0.12903,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.50000,0.30769,0.40000,0.52174,0.35567,1.00000,0.38880,1.00000,1.00000,0.00000,0.00000,0.37661,0.12500,0.00000,0.00000,0.00000,0.00000,0.00000,0.38710,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0
0.00000,0.55385,0.00000,0.34783,0.13971,0.00000,0.26019,0.00000,1.00000,0.23358,1.00000,0.00000,0.12500,0.00000,0.00000,0.00000,0.00000,0.07692,0.41935,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0
0.00000,0.38462,0.00000,0.30435,0.25295,0.00000,0.32319,1.00000,0.00000,0.05109,0.00000,0.35624,0.20833,0.00000,0.02509,0.40000,0.00000,0.38462,0.58065,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0
0.00000,0.35385,0.00000,0.43478,0.09558,0.00000,0.22912,0.00000,0.00000,0.24088,0.00000,0.22186,0.12500,1.00000,0.00000,0.00000,0.00000,0.00000,0.51613,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0
0.00000,0.61538,0.00000,0.00000,0.00000,0.00000,0.07210,0.00000,1.00000,0.43796,1.00000,0.17175,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48387,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.50769,0.00000,0.52174,0.31345,0.00000,0.35241,1.00000,1.00000,0.09489,1.00000,0.24033,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54839,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.33846,0.00000,0.47826,0.10286,0.00000,0.15681,0.00000,1.00000,0.30657,1.00000,0.15504,0.00000,0.00000,0.00000,0.00000,0.00000,0.15385,0.38710,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.41538,0.40000,0.73913,0.39602,0.00000,0.47305,0.00000,1.00000,0.24088,0.00000,0.40958,0.20833,0.00000,0.00000,0.00000,0.00000,0.00000,0.58065,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0
0.00000,0.52308,0.00000,0.34783,0.45628,0.00000,0.00000,1.00000,1.00000,0.12409,1.00000,0.47846,0.12500,0.00000,0.00000,0.00000,0.00000,0.23077,0.12903,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.72308,0.00000,0.65217,0.33076,0.00000,0.38791,0.00000,1.00000,0.03650,1.00000,0.21644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.45161,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.55385,0.00000,0.00000,0.00000,0.00000,0.09932,1.00000,1.00000,0.31387,0.00000,0.11401,0.00000,0.00000,0.00000,0.00000,0.00000,0.07692,0.29032,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0
0.00000,0.29231,0.00000,0.30435,0.03953,0.00000,0.00000,0.00000,0.00000,0.12409,0.00000,0.07254,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.32258,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0
0.00000,0.41538,0.00000,0.56522,0.20526,0.00000,0.30561,0.00000,1.00000,0.25547,1.00000,0.31624,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.35484,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0
0.00000,0.38462,0.00000,0.43478,0.08930,0.00000,0.00000,1.00000,1.00000,0.28467,1.00000,0.27286,0.12500,0.00000,0.00000,0.00000,0.00000,0.00000,0.12903,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.36923,0.00000,0.47826,0.15659,0.00000,0.21057,0.00000,0.00000,0.00000,0.00000,0.40695,0.12500,1.00000,0.00000,0.00000,0.00000,0.07692,0.25806,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.23077,0.20000,0.52174,0.07226,0.00000,0.17451,0.00000,0.00000,0.41606,0.00000,0.04543,0.20833,1.00000,0.00000,0.00000,0.00000,0.15385,0.25806,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0
0.00000,0.47692,0.00000,0.34783,0.05025,0.00000,0.00000,0.00000,1.00000,0.21898,0.00000,0.26304,0.20833,0.00000,0.05226,0.40000,0.00000,0.38462,0.36446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0
0.00000,0.56923,0.00000,0.45539,0.29223,0.00000,0.38824,0.00000,0.00000,0.22628,1.00000,0.40636,0.37500,1.00000,0.00000,0.00000,0.00000,0.00000,0.58065,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0
0.00000,0.35385,0.60000,0.30435,0.09276,0.00000,0.20715,0.00000,1.00000,0.20438,1.00000,0.03722,0.20833,0.00000,0.00000,0.00000,0.00000,0.00000,0.25806,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.26154,0.60000,0.60870,0.08818,0.00000,0.17271,0.00000,0.00000,0.25547,1.00000,0.15783,0.70833,1.00000,0.00000,0.00000,0.00000,0.23077,0.12903,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.66154,0.00000,0.21739,0.29092,0.00000,0.17455,1.00000,0.00000,0.03650,1.00000,0.44593,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.36446,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.40000,0.00000,0.45539,0.14437,0.00000,0.19912,0.00000,0.00000,0.13869,0.00000,0.32166,0.00000,0.00000,0.00000,0.00000,0.00000,0.15385,0.45161,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0
0.00000,0.36923,0.00000,0.47826,0.04629,0.00000,0.00000,1.00000,0.00000,0.10949,0.00000,0.15724,0.12500,1.00000,0.45767,0.20000,1.00000,1.00000,0.29032,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.38462,0.40000,0.30435,0.04837,1.00000,0.16810,1.00000,1.00000,0.17518,1.00000,0.19021,0.00000,1.00000,0.00000,0.00000,1.00000,0.15385,0.12903,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0
0.25000,0.32308,0.40000,0.56522,0.16776,1.00000,0.00000,1.00000,1.00000,0.41606,0.00000,0.11518,0.12500,0.00000,0.00000,0.00000,0.00000,0.00000,0.36446,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1
0.00000,0.30769,0.60000,0.52174,0.15271,0.00000,0.15570,0.00000,0.00000,0.07299,1.00000,0.13482,0.20833,0.00000,0.03585,0.40000,0.00000,0.15385,0.61290,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0
0.00000,0.43077,0.40000,0.65217,0.04455,0.00000,0.15155,0.00000,1.00000,0.23358,1.00000,0.13218,0.00000,0.00000,0.13742,0.20000,0.00000,0.07692,0.12903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1
0.00000,0.61538,0.00000,0.69565,0.12195,0.00000,0.18621,0.00000,0.00000,0.18248,1.00000,0.29704,0.50000,1.00000,0.00000,0.00000,0.00000,0.00000,0.29032,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0
0.25000,0.44615,0.20000,0.60870,0.17424,0.00000,0.22181,0.00000,1.00000,0.32847,1.00000,0.45193,0.20833,0.00000,0.48875,0.40000,1.00000,0.00000,0.51613,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,1
0.00000,0.27692,0.60000,0.52174,0.06133,0.00000,0.13994,0.00000,0.00000,0.15328,1.00000,0.19329,0.12500,1.00000,0.00000,0.00000,1.00000,0.00000,0.12903,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1
0.00000,0.49231,0.00000,0.45539,0.16776,0.00000,0.28567,0.00000,0.00000,0.06569,0.00000,0.39654,0.50000,1.00000,0.02725,1.00000,0.00000,0.07692,0.41935,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0
