context_token_position_0;context_token_position_1;context_token_position_2;context_token_position_3;context_token_position_4;input_token_position_0;input_token_position_1;input_token_position_2;input_token_position_3;target_token_position_0;target_token_position_1;target_token_position_2;target_token_position_3
1;3;4;25;2;1;3;4;25;3;4;25;2
1;3;4;26;2;1;3;4;26;3;4;26;2
1;3;4;27;2;1;3;4;27;3;4;27;2
1;3;4;28;2;1;3;4;28;3;4;28;2
1;3;5;3;2;1;3;5;3;3;5;3;2
1;3;5;4;2;1;3;5;4;3;5;4;2
1;3;5;5;2;1;3;5;5;3;5;5;2
1;3;5;6;2;1;3;5;6;3;5;6;2
1;3;5;7;2;1;3;5;7;3;5;7;2
1;3;5;8;2;1;3;5;8;3;5;8;2
1;3;5;9;2;1;3;5;9;3;5;9;2
1;3;5;10;2;1;3;5;10;3;5;10;2
1;3;5;11;2;1;3;5;11;3;5;11;2
1;3;5;12;2;1;3;5;12;3;5;12;2
1;3;5;13;2;1;3;5;13;3;5;13;2
1;3;5;14;2;1;3;5;14;3;5;14;2
1;3;5;15;2;1;3;5;15;3;5;15;2
1;3;5;16;2;1;3;5;16;3;5;16;2
1;3;5;17;2;1;3;5;17;3;5;17;2
1;3;5;18;2;1;3;5;18;3;5;18;2
1;3;5;19;2;1;3;5;19;3;5;19;2
1;3;5;20;2;1;3;5;20;3;5;20;2
1;3;5;21;2;1;3;5;21;3;5;21;2
1;3;5;22;2;1;3;5;22;3;5;22;2
1;3;5;23;2;1;3;5;23;3;5;23;2
1;3;5;24;2;1;3;5;24;3;5;24;2
1;3;5;25;2;1;3;5;25;3;5;25;2
1;3;5;26;2;1;3;5;26;3;5;26;2
1;3;5;27;2;1;3;5;27;3;5;27;2
1;3;5;28;2;1;3;5;28;3;5;28;2
1;3;6;3;2;1;3;6;3;3;6;3;2
1;3;6;4;2;1;3;6;4;3;6;4;2
1;3;6;5;2;1;3;6;5;3;6;5;2
1;3;6;6;2;1;3;6;6;3;6;6;2
1;3;6;7;2;1;3;6;7;3;6;7;2
1;3;6;8;2;1;3;6;8;3;6;8;2
1;3;6;9;2;1;3;6;9;3;6;9;2
1;3;6;10;2;1;3;6;10;3;6;10;2
1;3;6;11;2;1;3;6;11;3;6;11;2
1;3;6;12;2;1;3;6;12;3;6;12;2
1;3;6;13;2;1;3;6;13;3;6;13;2
1;3;6;14;2;1;3;6;14;3;6;14;2
1;3;6;15;2;1;3;6;15;3;6;15;2
1;3;6;16;2;1;3;6;16;3;6;16;2
1;3;6;17;2;1;3;6;17;3;6;17;2
1;3;6;18;2;1;3;6;18;3;6;18;2
1;3;6;19;2;1;3;6;19;3;6;19;2
1;3;6;20;2;1;3;6;20;3;6;20;2
1;3;6;21;2;1;3;6;21;3;6;21;2
1;3;6;22;2;1;3;6;22;3;6;22;2
1;3;6;23;2;1;3;6;23;3;6;23;2
1;3;6;24;2;1;3;6;24;3;6;24;2
1;3;6;25;2;1;3;6;25;3;6;25;2
1;3;6;26;2;1;3;6;26;3;6;26;2
1;3;6;27;2;1;3;6;27;3;6;27;2
1;3;6;28;2;1;3;6;28;3;6;28;2
1;3;7;3;2;1;3;7;3;3;7;3;2
1;3;7;4;2;1;3;7;4;3;7;4;2
1;3;7;5;2;1;3;7;5;3;7;5;2
1;3;7;6;2;1;3;7;6;3;7;6;2
1;3;7;7;2;1;3;7;7;3;7;7;2
1;3;7;8;2;1;3;7;8;3;7;8;2
1;3;7;9;2;1;3;7;9;3;7;9;2
1;3;7;10;2;1;3;7;10;3;7;10;2
1;3;7;11;2;1;3;7;11;3;7;11;2
1;3;7;12;2;1;3;7;12;3;7;12;2
1;3;7;13;2;1;3;7;13;3;7;13;2
1;3;7;14;2;1;3;7;14;3;7;14;2
1;3;7;15;2;1;3;7;15;3;7;15;2
1;3;7;16;2;1;3;7;16;3;7;16;2
1;3;7;17;2;1;3;7;17;3;7;17;2
1;3;7;18;2;1;3;7;18;3;7;18;2
1;3;7;19;2;1;3;7;19;3;7;19;2
1;3;7;20;2;1;3;7;20;3;7;20;2
1;3;7;21;2;1;3;7;21;3;7;21;2
1;3;7;22;2;1;3;7;22;3;7;22;2
1;3;7;23;2;1;3;7;23;3;7;23;2
1;3;7;24;2;1;3;7;24;3;7;24;2
1;3;7;25;2;1;3;7;25;3;7;25;2
1;3;7;26;2;1;3;7;26;3;7;26;2
1;3;7;27;2;1;3;7;27;3;7;27;2
1;3;7;28;2;1;3;7;28;3;7;28;2
1;3;8;3;2;1;3;8;3;3;8;3;2
1;3;8;4;2;1;3;8;4;3;8;4;2
1;3;8;5;2;1;3;8;5;3;8;5;2
1;3;8;6;2;1;3;8;6;3;8;6;2
1;3;8;7;2;1;3;8;7;3;8;7;2
1;3;8;8;2;1;3;8;8;3;8;8;2
1;3;8;9;2;1;3;8;9;3;8;9;2
1;3;8;10;2;1;3;8;10;3;8;10;2
1;3;8;11;2;1;3;8;11;3;8;11;2
1;3;8;12;2;1;3;8;12;3;8;12;2
1;3;8;13;2;1;3;8;13;3;8;13;2
1;3;8;14;2;1;3;8;14;3;8;14;2
1;3;8;15;2;1;3;8;15;3;8;15;2
1;3;8;16;2;1;3;8;16;3;8;16;2
1;3;8;17;2;1;3;8;17;3;8;17;2
1;3;8;18;2;1;3;8;18;3;8;18;2
1;3;8;19;2;1;3;8;19;3;8;19;2
1;3;8;20;2;1;3;8;20;3;8;20;2
1;3;8;21;2;1;3;8;21;3;8;21;2
1;3;8;22;2;1;3;8;22;3;8;22;2
1;3;8;23;2;1;3;8;23;3;8;23;2
1;3;8;24;2;1;3;8;24;3;8;24;2
1;3;8;25;2;1;3;8;25;3;8;25;2
1;3;8;26;2;1;3;8;26;3;8;26;2
1;3;8;27;2;1;3;8;27;3;8;27;2
1;3;8;28;2;1;3;8;28;3;8;28;2
1;3;9;3;2;1;3;9;3;3;9;3;2
1;3;9;4;2;1;3;9;4;3;9;4;2
1;3;9;5;2;1;3;9;5;3;9;5;2
1;3;9;6;2;1;3;9;6;3;9;6;2
1;3;9;7;2;1;3;9;7;3;9;7;2
1;3;9;8;2;1;3;9;8;3;9;8;2
1;3;9;9;2;1;3;9;9;3;9;9;2
1;3;9;10;2;1;3;9;10;3;9;10;2
1;3;9;11;2;1;3;9;11;3;9;11;2
1;3;9;12;2;1;3;9;12;3;9;12;2
1;3;9;13;2;1;3;9;13;3;9;13;2
1;3;9;14;2;1;3;9;14;3;9;14;2
1;3;9;15;2;1;3;9;15;3;9;15;2
1;3;9;16;2;1;3;9;16;3;9;16;2
1;3;9;17;2;1;3;9;17;3;9;17;2
1;3;9;18;2;1;3;9;18;3;9;18;2
1;3;9;19;2;1;3;9;19;3;9;19;2
1;3;9;20;2;1;3;9;20;3;9;20;2
1;3;9;21;2;1;3;9;21;3;9;21;2
1;3;9;22;2;1;3;9;22;3;9;22;2
1;3;9;23;2;1;3;9;23;3;9;23;2
1;3;9;24;2;1;3;9;24;3;9;24;2
1;3;9;25;2;1;3;9;25;3;9;25;2
1;3;9;26;2;1;3;9;26;3;9;26;2
1;3;9;27;2;1;3;9;27;3;9;27;2
1;3;9;28;2;1;3;9;28;3;9;28;2
1;3;10;3;2;1;3;10;3;3;10;3;2
1;3;10;4;2;1;3;10;4;3;10;4;2
1;3;10;5;2;1;3;10;5;3;10;5;2
1;3;10;6;2;1;3;10;6;3;10;6;2
1;3;10;7;2;1;3;10;7;3;10;7;2
1;3;10;8;2;1;3;10;8;3;10;8;2
1;3;10;9;2;1;3;10;9;3;10;9;2
1;3;10;10;2;1;3;10;10;3;10;10;2
1;3;10;11;2;1;3;10;11;3;10;11;2
1;3;10;12;2;1;3;10;12;3;10;12;2
1;3;10;13;2;1;3;10;13;3;10;13;2
1;3;10;14;2;1;3;10;14;3;10;14;2
1;3;10;15;2;1;3;10;15;3;10;15;2
1;3;10;16;2;1;3;10;16;3;10;16;2
1;3;10;17;2;1;3;10;17;3;10;17;2
1;3;10;18;2;1;3;10;18;3;10;18;2
1;3;10;19;2;1;3;10;19;3;10;19;2
1;3;10;20;2;1;3;10;20;3;10;20;2
1;3;10;21;2;1;3;10;21;3;10;21;2
1;3;10;22;2;1;3;10;22;3;10;22;2
1;3;10;23;2;1;3;10;23;3;10;23;2
1;3;10;24;2;1;3;10;24;3;10;24;2
1;3;10;25;2;1;3;10;25;3;10;25;2
1;3;10;26;2;1;3;10;26;3;10;26;2
1;3;10;27;2;1;3;10;27;3;10;27;2
1;3;10;28;2;1;3;10;28;3;10;28;2
1;3;11;3;2;1;3;11;3;3;11;3;2
1;3;11;4;2;1;3;11;4;3;11;4;2
1;3;11;5;2;1;3;11;5;3;11;5;2
1;3;11;6;2;1;3;11;6;3;11;6;2
1;3;11;7;2;1;3;11;7;3;11;7;2
1;3;11;8;2;1;3;11;8;3;11;8;2
1;3;11;9;2;1;3;11;9;3;11;9;2
1;3;11;10;2;1;3;11;10;3;11;10;2
1;3;11;11;2;1;3;11;11;3;11;11;2
1;3;11;12;2;1;3;11;12;3;11;12;2
1;3;11;13;2;1;3;11;13;3;11;13;2
1;3;11;14;2;1;3;11;14;3;11;14;2
1;3;11;15;2;1;3;11;15;3;11;15;2
1;3;11;16;2;1;3;11;16;3;11;16;2
1;3;11;17;2;1;3;11;17;3;11;17;2
1;3;11;18;2;1;3;11;18;3;11;18;2
1;3;11;19;2;1;3;11;19;3;11;19;2
1;3;11;20;2;1;3;11;20;3;11;20;2
1;3;11;21;2;1;3;11;21;3;11;21;2
1;3;11;22;2;1;3;11;22;3;11;22;2
1;3;11;23;2;1;3;11;23;3;11;23;2
1;3;11;24;2;1;3;11;24;3;11;24;2
1;3;11;25;2;1;3;11;25;3;11;25;2
1;3;11;26;2;1;3;11;26;3;11;26;2
1;3;11;27;2;1;3;11;27;3;11;27;2
1;3;11;28;2;1;3;11;28;3;11;28;2
1;3;12;3;2;1;3;12;3;3;12;3;2
1;3;12;4;2;1;3;12;4;3;12;4;2
1;3;12;5;2;1;3;12;5;3;12;5;2
1;3;12;6;2;1;3;12;6;3;12;6;2
1;3;12;7;2;1;3;12;7;3;12;7;2
1;3;12;8;2;1;3;12;8;3;12;8;2
1;3;12;9;2;1;3;12;9;3;12;9;2
1;3;12;10;2;1;3;12;10;3;12;10;2
1;3;12;11;2;1;3;12;11;3;12;11;2
1;3;12;12;2;1;3;12;12;3;12;12;2
1;3;12;13;2;1;3;12;13;3;12;13;2
1;3;12;14;2;1;3;12;14;3;12;14;2
1;3;12;15;2;1;3;12;15;3;12;15;2
1;3;12;16;2;1;3;12;16;3;12;16;2
1;3;12;17;2;1;3;12;17;3;12;17;2
1;3;12;18;2;1;3;12;18;3;12;18;2
1;3;12;19;2;1;3;12;19;3;12;19;2
1;3;12;20;2;1;3;12;20;3;12;20;2
1;3;12;21;2;1;3;12;21;3;12;21;2
1;3;12;22;2;1;3;12;22;3;12;22;2
1;3;12;23;2;1;3;12;23;3;12;23;2
1;3;12;24;2;1;3;12;24;3;12;24;2
1;3;12;25;2;1;3;12;25;3;12;25;2
1;3;12;26;2;1;3;12;26;3;12;26;2
1;3;12;27;2;1;3;12;27;3;12;27;2
1;3;12;28;2;1;3;12;28;3;12;28;2
1;3;13;3;2;1;3;13;3;3;13;3;2
1;3;13;4;2;1;3;13;4;3;13;4;2
1;3;13;5;2;1;3;13;5;3;13;5;2
1;3;13;6;2;1;3;13;6;3;13;6;2
1;3;13;7;2;1;3;13;7;3;13;7;2
1;3;13;8;2;1;3;13;8;3;13;8;2
1;3;13;9;2;1;3;13;9;3;13;9;2
1;3;13;10;2;1;3;13;10;3;13;10;2
1;3;13;11;2;1;3;13;11;3;13;11;2
1;3;13;12;2;1;3;13;12;3;13;12;2
1;3;13;13;2;1;3;13;13;3;13;13;2
1;3;13;14;2;1;3;13;14;3;13;14;2
1;3;13;15;2;1;3;13;15;3;13;15;2
1;3;13;16;2;1;3;13;16;3;13;16;2
1;3;13;17;2;1;3;13;17;3;13;17;2
1;3;13;18;2;1;3;13;18;3;13;18;2
1;3;13;19;2;1;3;13;19;3;13;19;2
1;3;13;20;2;1;3;13;20;3;13;20;2
1;3;13;21;2;1;3;13;21;3;13;21;2
1;3;13;22;2;1;3;13;22;3;13;22;2
1;3;13;23;2;1;3;13;23;3;13;23;2
1;3;13;24;2;1;3;13;24;3;13;24;2
1;3;13;25;2;1;3;13;25;3;13;25;2
1;3;13;26;2;1;3;13;26;3;13;26;2
1;3;13;27;2;1;3;13;27;3;13;27;2
1;3;13;28;2;1;3;13;28;3;13;28;2
1;3;14;3;2;1;3;14;3;3;14;3;2
1;3;14;4;2;1;3;14;4;3;14;4;2
1;3;14;5;2;1;3;14;5;3;14;5;2
1;3;14;6;2;1;3;14;6;3;14;6;2
1;3;14;7;2;1;3;14;7;3;14;7;2
1;3;14;8;2;1;3;14;8;3;14;8;2
1;3;14;9;2;1;3;14;9;3;14;9;2
1;3;14;10;2;1;3;14;10;3;14;10;2
1;3;14;11;2;1;3;14;11;3;14;11;2
1;3;14;12;2;1;3;14;12;3;14;12;2
1;3;14;13;2;1;3;14;13;3;14;13;2
1;3;14;14;2;1;3;14;14;3;14;14;2
1;3;14;15;2;1;3;14;15;3;14;15;2
1;3;14;16;2;1;3;14;16;3;14;16;2
1;3;14;17;2;1;3;14;17;3;14;17;2
1;3;14;18;2;1;3;14;18;3;14;18;2
1;3;14;19;2;1;3;14;19;3;14;19;2
1;3;14;20;2;1;3;14;20;3;14;20;2
1;3;14;21;2;1;3;14;21;3;14;21;2
1;3;14;22;2;1;3;14;22;3;14;22;2
1;3;14;23;2;1;3;14;23;3;14;23;2
1;3;14;24;2;1;3;14;24;3;14;24;2
1;3;14;25;2;1;3;14;25;3;14;25;2
1;3;14;26;2;1;3;14;26;3;14;26;2
1;3;14;27;2;1;3;14;27;3;14;27;2
1;3;14;28;2;1;3;14;28;3;14;28;2
1;3;15;3;2;1;3;15;3;3;15;3;2
1;3;15;4;2;1;3;15;4;3;15;4;2
1;3;15;5;2;1;3;15;5;3;15;5;2
1;3;15;6;2;1;3;15;6;3;15;6;2
1;3;15;7;2;1;3;15;7;3;15;7;2
1;3;15;8;2;1;3;15;8;3;15;8;2
1;3;15;9;2;1;3;15;9;3;15;9;2
1;3;15;10;2;1;3;15;10;3;15;10;2
1;3;15;11;2;1;3;15;11;3;15;11;2
1;3;15;12;2;1;3;15;12;3;15;12;2
1;3;15;13;2;1;3;15;13;3;15;13;2
1;3;15;14;2;1;3;15;14;3;15;14;2
1;3;15;15;2;1;3;15;15;3;15;15;2
1;3;15;16;2;1;3;15;16;3;15;16;2
1;3;15;17;2;1;3;15;17;3;15;17;2
1;3;15;18;2;1;3;15;18;3;15;18;2
1;3;15;19;2;1;3;15;19;3;15;19;2
1;3;15;20;2;1;3;15;20;3;15;20;2
1;3;15;21;2;1;3;15;21;3;15;21;2
1;3;15;22;2;1;3;15;22;3;15;22;2
1;3;15;23;2;1;3;15;23;3;15;23;2
1;3;15;24;2;1;3;15;24;3;15;24;2
1;3;15;25;2;1;3;15;25;3;15;25;2
1;3;15;26;2;1;3;15;26;3;15;26;2
1;3;15;27;2;1;3;15;27;3;15;27;2
1;3;15;28;2;1;3;15;28;3;15;28;2
1;3;16;3;2;1;3;16;3;3;16;3;2
1;3;16;4;2;1;3;16;4;3;16;4;2
1;3;16;5;2;1;3;16;5;3;16;5;2
1;3;16;6;2;1;3;16;6;3;16;6;2
1;3;16;7;2;1;3;16;7;3;16;7;2
1;3;16;8;2;1;3;16;8;3;16;8;2
1;3;16;9;2;1;3;16;9;3;16;9;2
1;3;16;10;2;1;3;16;10;3;16;10;2
1;3;16;11;2;1;3;16;11;3;16;11;2
1;3;16;12;2;1;3;16;12;3;16;12;2
1;3;16;13;2;1;3;16;13;3;16;13;2
1;3;16;14;2;1;3;16;14;3;16;14;2
1;3;16;15;2;1;3;16;15;3;16;15;2
1;3;16;16;2;1;3;16;16;3;16;16;2
1;3;16;17;2;1;3;16;17;3;16;17;2
1;3;16;18;2;1;3;16;18;3;16;18;2
1;3;16;19;2;1;3;16;19;3;16;19;2
1;3;16;20;2;1;3;16;20;3;16;20;2
1;3;16;21;2;1;3;16;21;3;16;21;2
1;3;16;22;2;1;3;16;22;3;16;22;2
1;3;16;23;2;1;3;16;23;3;16;23;2
1;3;16;24;2;1;3;16;24;3;16;24;2
1;3;16;25;2;1;3;16;25;3;16;25;2
1;3;16;26;2;1;3;16;26;3;16;26;2
1;3;16;27;2;1;3;16;27;3;16;27;2
1;3;16;28;2;1;3;16;28;3;16;28;2
1;3;17;3;2;1;3;17;3;3;17;3;2
1;3;17;4;2;1;3;17;4;3;17;4;2
1;3;17;5;2;1;3;17;5;3;17;5;2
1;3;17;6;2;1;3;17;6;3;17;6;2
1;3;17;7;2;1;3;17;7;3;17;7;2
1;3;17;8;2;1;3;17;8;3;17;8;2
1;3;17;9;2;1;3;17;9;3;17;9;2
1;3;17;10;2;1;3;17;10;3;17;10;2
1;3;17;11;2;1;3;17;11;3;17;11;2
1;3;17;12;2;1;3;17;12;3;17;12;2
1;3;17;13;2;1;3;17;13;3;17;13;2
1;3;17;14;2;1;3;17;14;3;17;14;2
1;3;17;15;2;1;3;17;15;3;17;15;2
1;3;17;16;2;1;3;17;16;3;17;16;2
1;3;17;17;2;1;3;17;17;3;17;17;2
1;3;17;18;2;1;3;17;18;3;17;18;2
1;3;17;19;2;1;3;17;19;3;17;19;2
1;3;17;20;2;1;3;17;20;3;17;20;2
1;3;17;21;2;1;3;17;21;3;17;21;2
1;3;17;22;2;1;3;17;22;3;17;22;2
1;3;17;23;2;1;3;17;23;3;17;23;2
1;3;17;24;2;1;3;17;24;3;17;24;2
1;3;17;25;2;1;3;17;25;3;17;25;2
1;3;17;26;2;1;3;17;26;3;17;26;2
1;3;17;27;2;1;3;17;27;3;17;27;2
1;3;17;28;2;1;3;17;28;3;17;28;2
1;3;18;3;2;1;3;18;3;3;18;3;2
1;3;18;4;2;1;3;18;4;3;18;4;2
1;3;18;5;2;1;3;18;5;3;18;5;2
1;3;18;6;2;1;3;18;6;3;18;6;2
1;3;18;7;2;1;3;18;7;3;18;7;2
1;3;18;8;2;1;3;18;8;3;18;8;2
1;3;18;9;2;1;3;18;9;3;18;9;2
1;3;18;10;2;1;3;18;10;3;18;10;2
1;3;18;11;2;1;3;18;11;3;18;11;2
1;3;18;12;2;1;3;18;12;3;18;12;2
1;3;18;13;2;1;3;18;13;3;18;13;2
1;3;18;14;2;1;3;18;14;3;18;14;2
1;3;18;15;2;1;3;18;15;3;18;15;2
1;3;18;16;2;1;3;18;16;3;18;16;2
1;3;18;17;2;1;3;18;17;3;18;17;2
1;3;18;18;2;1;3;18;18;3;18;18;2
1;3;18;19;2;1;3;18;19;3;18;19;2
1;3;18;20;2;1;3;18;20;3;18;20;2
1;3;18;21;2;1;3;18;21;3;18;21;2
1;3;18;22;2;1;3;18;22;3;18;22;2
1;3;18;23;2;1;3;18;23;3;18;23;2
1;3;18;24;2;1;3;18;24;3;18;24;2
1;3;18;25;2;1;3;18;25;3;18;25;2
1;3;18;26;2;1;3;18;26;3;18;26;2
1;3;18;27;2;1;3;18;27;3;18;27;2
1;3;18;28;2;1;3;18;28;3;18;28;2
1;3;19;3;2;1;3;19;3;3;19;3;2
1;3;19;4;2;1;3;19;4;3;19;4;2
1;3;19;5;2;1;3;19;5;3;19;5;2
1;3;19;6;2;1;3;19;6;3;19;6;2
1;3;19;7;2;1;3;19;7;3;19;7;2
1;3;19;8;2;1;3;19;8;3;19;8;2
1;3;19;9;2;1;3;19;9;3;19;9;2
1;3;19;10;2;1;3;19;10;3;19;10;2
1;3;19;11;2;1;3;19;11;3;19;11;2
1;3;19;12;2;1;3;19;12;3;19;12;2
1;3;19;13;2;1;3;19;13;3;19;13;2
1;3;19;14;2;1;3;19;14;3;19;14;2
1;3;19;15;2;1;3;19;15;3;19;15;2
1;3;19;16;2;1;3;19;16;3;19;16;2
1;3;19;17;2;1;3;19;17;3;19;17;2
1;3;19;18;2;1;3;19;18;3;19;18;2
1;3;19;19;2;1;3;19;19;3;19;19;2
1;3;19;20;2;1;3;19;20;3;19;20;2
1;3;19;21;2;1;3;19;21;3;19;21;2
1;3;19;22;2;1;3;19;22;3;19;22;2
1;3;19;23;2;1;3;19;23;3;19;23;2
1;3;19;24;2;1;3;19;24;3;19;24;2
1;3;19;25;2;1;3;19;25;3;19;25;2
1;3;19;26;2;1;3;19;26;3;19;26;2
1;3;19;27;2;1;3;19;27;3;19;27;2
1;3;19;28;2;1;3;19;28;3;19;28;2
1;3;20;3;2;1;3;20;3;3;20;3;2
1;3;20;4;2;1;3;20;4;3;20;4;2
1;3;20;5;2;1;3;20;5;3;20;5;2
1;3;20;6;2;1;3;20;6;3;20;6;2
1;3;20;7;2;1;3;20;7;3;20;7;2
1;3;20;8;2;1;3;20;8;3;20;8;2
1;3;20;9;2;1;3;20;9;3;20;9;2
1;3;20;10;2;1;3;20;10;3;20;10;2
1;3;20;11;2;1;3;20;11;3;20;11;2
1;3;20;12;2;1;3;20;12;3;20;12;2
1;3;20;13;2;1;3;20;13;3;20;13;2
1;3;20;14;2;1;3;20;14;3;20;14;2
1;3;20;15;2;1;3;20;15;3;20;15;2
1;3;20;16;2;1;3;20;16;3;20;16;2
1;3;20;17;2;1;3;20;17;3;20;17;2
1;3;20;18;2;1;3;20;18;3;20;18;2
1;3;20;19;2;1;3;20;19;3;20;19;2
1;3;20;20;2;1;3;20;20;3;20;20;2
1;3;20;21;2;1;3;20;21;3;20;21;2
1;3;20;22;2;1;3;20;22;3;20;22;2
1;3;20;23;2;1;3;20;23;3;20;23;2
1;3;20;24;2;1;3;20;24;3;20;24;2
1;3;20;25;2;1;3;20;25;3;20;25;2
1;3;20;26;2;1;3;20;26;3;20;26;2
1;3;20;27;2;1;3;20;27;3;20;27;2
1;3;20;28;2;1;3;20;28;3;20;28;2
1;3;21;3;2;1;3;21;3;3;21;3;2
1;3;21;4;2;1;3;21;4;3;21;4;2
1;3;21;5;2;1;3;21;5;3;21;5;2
1;3;21;6;2;1;3;21;6;3;21;6;2
1;3;21;7;2;1;3;21;7;3;21;7;2
1;3;21;8;2;1;3;21;8;3;21;8;2
1;3;21;9;2;1;3;21;9;3;21;9;2
1;3;21;10;2;1;3;21;10;3;21;10;2
1;3;21;11;2;1;3;21;11;3;21;11;2
1;3;21;12;2;1;3;21;12;3;21;12;2
1;3;21;13;2;1;3;21;13;3;21;13;2
1;3;21;14;2;1;3;21;14;3;21;14;2
1;3;21;15;2;1;3;21;15;3;21;15;2
1;3;21;16;2;1;3;21;16;3;21;16;2
1;3;21;17;2;1;3;21;17;3;21;17;2
1;3;21;18;2;1;3;21;18;3;21;18;2
1;3;21;19;2;1;3;21;19;3;21;19;2
1;3;21;20;2;1;3;21;20;3;21;20;2
1;3;21;21;2;1;3;21;21;3;21;21;2
1;3;21;22;2;1;3;21;22;3;21;22;2
1;3;21;23;2;1;3;21;23;3;21;23;2
1;3;21;24;2;1;3;21;24;3;21;24;2
1;3;21;25;2;1;3;21;25;3;21;25;2
1;3;21;26;2;1;3;21;26;3;21;26;2
1;3;21;27;2;1;3;21;27;3;21;27;2
1;3;21;28;2;1;3;21;28;3;21;28;2
1;3;22;3;2;1;3;22;3;3;22;3;2
1;3;22;4;2;1;3;22;4;3;22;4;2
1;3;22;5;2;1;3;22;5;3;22;5;2
1;3;22;6;2;1;3;22;6;3;22;6;2
1;3;22;7;2;1;3;22;7;3;22;7;2
1;3;22;8;2;1;3;22;8;3;22;8;2
1;3;22;9;2;1;3;22;9;3;22;9;2
1;3;22;10;2;1;3;22;10;3;22;10;2
1;3;22;11;2;1;3;22;11;3;22;11;2
1;3;22;12;2;1;3;22;12;3;22;12;2
1;3;22;13;2;1;3;22;13;3;22;13;2
1;3;22;14;2;1;3;22;14;3;22;14;2
1;3;22;15;2;1;3;22;15;3;22;15;2
1;3;22;16;2;1;3;22;16;3;22;16;2
1;3;22;17;2;1;3;22;17;3;22;17;2
1;3;22;18;2;1;3;22;18;3;22;18;2
1;3;22;19;2;1;3;22;19;3;22;19;2
1;3;22;20;2;1;3;22;20;3;22;20;2
1;3;22;21;2;1;3;22;21;3;22;21;2
1;3;22;22;2;1;3;22;22;3;22;22;2
1;3;22;23;2;1;3;22;23;3;22;23;2
1;3;22;24;2;1;3;22;24;3;22;24;2
1;3;22;25;2;1;3;22;25;3;22;25;2
1;3;22;26;2;1;3;22;26;3;22;26;2
1;3;22;27;2;1;3;22;27;3;22;27;2
1;3;22;28;2;1;3;22;28;3;22;28;2
1;3;23;3;2;1;3;23;3;3;23;3;2
1;3;23;4;2;1;3;23;4;3;23;4;2
1;3;23;5;2;1;3;23;5;3;23;5;2
1;3;23;6;2;1;3;23;6;3;23;6;2
1;3;23;7;2;1;3;23;7;3;23;7;2
1;3;23;8;2;1;3;23;8;3;23;8;2
1;3;23;9;2;1;3;23;9;3;23;9;2
1;3;23;10;2;1;3;23;10;3;23;10;2
1;3;23;11;2;1;3;23;11;3;23;11;2
1;3;23;12;2;1;3;23;12;3;23;12;2
