context_token_position_0;context_token_position_1;context_token_position_2;input_token_position_0;input_token_position_1;target_token_position_0;target_token_position_1
1;79;2;1;79;79;2
1;80;2;1;80;80;2
1;81;2;1;81;81;2
1;82;2;1;82;82;2
1;83;2;1;83;83;2
1;84;2;1;84;84;2
1;85;2;1;85;85;2
1;86;2;1;86;86;2
1;87;2;1;87;87;2
1;88;2;1;88;88;2
1;89;2;1;89;89;2
1;90;2;1;90;90;2
1;91;2;1;91;91;2
1;92;2;1;92;92;2
1;93;2;1;93;93;2
1;94;2;1;94;94;2
1;95;2;1;95;95;2
1;96;2;1;96;96;2
1;97;2;1;97;97;2
1;98;2;1;98;98;2
1;99;2;1;99;99;2
1;100;2;1;100;100;2
1;101;2;1;101;101;2
1;102;2;1;102;102;2
1;103;2;1;103;103;2
1;104;2;1;104;104;2
1;105;2;1;105;105;2
1;106;2;1;106;106;2
1;107;2;1;107;107;2
1;108;2;1;108;108;2
1;109;2;1;109;109;2
1;110;2;1;110;110;2
1;111;2;1;111;111;2
1;112;2;1;112;112;2
1;113;2;1;113;113;2
1;114;2;1;114;114;2
1;115;2;1;115;115;2
1;116;2;1;116;116;2
1;117;2;1;117;117;2
1;118;2;1;118;118;2
1;119;2;1;119;119;2
1;120;2;1;120;120;2
1;121;2;1;121;121;2
1;122;2;1;122;122;2
1;123;2;1;123;123;2
1;124;2;1;124;124;2
1;125;2;1;125;125;2
1;126;2;1;126;126;2
1;127;2;1;127;127;2
1;128;2;1;128;128;2
1;129;2;1;129;129;2
1;130;2;1;130;130;2
1;131;2;1;131;131;2
1;132;2;1;132;132;2
1;133;2;1;133;133;2
1;134;2;1;134;134;2
1;135;2;1;135;135;2
1;136;2;1;136;136;2
1;137;2;1;137;137;2
1;138;2;1;138;138;2
1;139;2;1;139;139;2
1;140;2;1;140;140;2
1;141;2;1;141;141;2
1;142;2;1;142;142;2
1;143;2;1;143;143;2
1;144;2;1;144;144;2
1;145;2;1;145;145;2
1;146;2;1;146;146;2
1;147;2;1;147;147;2
1;148;2;1;148;148;2
1;149;2;1;149;149;2
1;150;2;1;150;150;2
1;151;2;1;151;151;2
1;152;2;1;152;152;2
1;153;2;1;153;153;2
1;154;2;1;154;154;2
1;155;2;1;155;155;2
1;156;2;1;156;156;2
1;157;2;1;157;157;2
1;158;2;1;158;158;2
1;159;2;1;159;159;2
1;160;2;1;160;160;2
1;161;2;1;161;161;2
1;162;2;1;162;162;2
1;163;2;1;163;163;2
1;164;2;1;164;164;2
1;165;2;1;165;165;2
1;166;2;1;166;166;2
1;167;2;1;167;167;2
1;168;2;1;168;168;2
1;169;2;1;169;169;2
1;170;2;1;170;170;2
1;171;2;1;171;171;2
1;172;2;1;172;172;2
1;173;2;1;173;173;2
1;174;2;1;174;174;2
1;175;2;1;175;175;2
1;176;2;1;176;176;2
1;177;2;1;177;177;2
1;178;2;1;178;178;2
1;179;2;1;179;179;2
1;180;2;1;180;180;2
1;181;2;1;181;181;2
1;182;2;1;182;182;2
1;183;2;1;183;183;2
1;184;2;1;184;184;2
1;185;2;1;185;185;2
1;186;2;1;186;186;2
1;187;2;1;187;187;2
1;188;2;1;188;188;2
1;189;2;1;189;189;2
1;190;2;1;190;190;2
1;191;2;1;191;191;2
1;192;2;1;192;192;2
1;193;2;1;193;193;2
1;194;2;1;194;194;2
1;195;2;1;195;195;2
1;196;2;1;196;196;2
1;197;2;1;197;197;2
1;198;2;1;198;198;2
1;199;2;1;199;199;2
1;200;2;1;200;200;2
1;201;2;1;201;201;2
1;202;2;1;202;202;2
1;203;2;1;203;203;2
1;204;2;1;204;204;2
1;205;2;1;205;205;2
1;206;2;1;206;206;2
1;207;2;1;207;207;2
1;208;2;1;208;208;2
1;209;2;1;209;209;2
1;210;2;1;210;210;2
1;211;2;1;211;211;2
1;212;2;1;212;212;2
1;213;2;1;213;213;2
1;214;2;1;214;214;2
1;215;2;1;215;215;2
1;216;2;1;216;216;2
1;217;2;1;217;217;2
1;218;2;1;218;218;2
1;219;2;1;219;219;2
1;220;2;1;220;220;2
1;221;2;1;221;221;2
1;222;2;1;222;222;2
1;223;2;1;223;223;2
1;224;2;1;224;224;2
1;225;2;1;225;225;2
1;226;2;1;226;226;2
1;227;2;1;227;227;2
1;228;2;1;228;228;2
1;229;2;1;229;229;2
1;230;2;1;230;230;2
1;231;2;1;231;231;2
1;232;2;1;232;232;2
1;233;2;1;233;233;2
1;234;2;1;234;234;2
1;235;2;1;235;235;2
1;236;2;1;236;236;2
1;237;2;1;237;237;2
1;238;2;1;238;238;2
1;239;2;1;239;239;2
1;240;2;1;240;240;2
1;241;2;1;241;241;2
1;242;2;1;242;242;2
1;243;2;1;243;243;2
1;244;2;1;244;244;2
1;245;2;1;245;245;2
1;246;2;1;246;246;2
1;247;2;1;247;247;2
1;248;2;1;248;248;2
1;249;2;1;249;249;2
1;250;2;1;250;250;2
1;251;2;1;251;251;2
1;252;2;1;252;252;2
1;253;2;1;253;253;2
1;254;2;1;254;254;2
1;255;2;1;255;255;2
1;256;2;1;256;256;2
1;257;2;1;257;257;2
1;258;2;1;258;258;2
1;259;2;1;259;259;2
1;260;2;1;260;260;2
1;261;2;1;261;261;2
1;262;2;1;262;262;2
1;263;2;1;263;263;2
1;264;2;1;264;264;2
1;265;2;1;265;265;2
1;266;2;1;266;266;2
1;267;2;1;267;267;2
1;268;2;1;268;268;2
1;269;2;1;269;269;2
1;270;2;1;270;270;2
1;271;2;1;271;271;2
1;272;2;1;272;272;2
1;273;2;1;273;273;2
1;274;2;1;274;274;2
1;275;2;1;275;275;2
1;276;2;1;276;276;2
1;277;2;1;277;277;2
1;278;2;1;278;278;2
1;279;2;1;279;279;2
1;280;2;1;280;280;2
1;281;2;1;281;281;2
1;282;2;1;282;282;2
1;283;2;1;283;283;2
1;284;2;1;284;284;2
1;285;2;1;285;285;2
1;286;2;1;286;286;2
1;287;2;1;287;287;2
1;288;2;1;288;288;2
1;289;2;1;289;289;2
1;290;2;1;290;290;2
1;291;2;1;291;291;2
1;292;2;1;292;292;2
1;293;2;1;293;293;2
1;294;2;1;294;294;2
1;295;2;1;295;295;2
1;296;2;1;296;296;2
1;297;2;1;297;297;2
1;298;2;1;298;298;2
1;299;2;1;299;299;2
1;300;2;1;300;300;2
1;301;2;1;301;301;2
1;302;2;1;302;302;2
1;303;2;1;303;303;2
1;304;2;1;304;304;2
1;305;2;1;305;305;2
1;306;2;1;306;306;2
1;307;2;1;307;307;2
1;308;2;1;308;308;2
1;309;2;1;309;309;2
1;310;2;1;310;310;2
1;311;2;1;311;311;2
1;312;2;1;312;312;2
1;313;2;1;313;313;2
1;314;2;1;314;314;2
1;315;2;1;315;315;2
1;316;2;1;316;316;2
1;317;2;1;317;317;2
1;318;2;1;318;318;2
1;319;2;1;319;319;2
1;320;2;1;320;320;2
1;321;2;1;321;321;2
1;322;2;1;322;322;2
1;323;2;1;323;323;2
1;324;2;1;324;324;2
1;325;2;1;325;325;2
1;326;2;1;326;326;2
1;327;2;1;327;327;2
1;328;2;1;328;328;2
1;329;2;1;329;329;2
1;330;2;1;330;330;2
1;331;2;1;331;331;2
1;332;2;1;332;332;2
1;333;2;1;333;333;2
1;334;2;1;334;334;2
1;335;2;1;335;335;2
1;336;2;1;336;336;2
1;337;2;1;337;337;2
1;338;2;1;338;338;2
1;339;2;1;339;339;2
1;340;2;1;340;340;2
1;341;2;1;341;341;2
1;342;2;1;342;342;2
1;343;2;1;343;343;2
1;344;2;1;344;344;2
1;345;2;1;345;345;2
1;346;2;1;346;346;2
1;347;2;1;347;347;2
1;348;2;1;348;348;2
1;349;2;1;349;349;2
1;350;2;1;350;350;2
1;351;2;1;351;351;2
1;352;2;1;352;352;2
1;353;2;1;353;353;2
1;354;2;1;354;354;2
1;355;2;1;355;355;2
1;356;2;1;356;356;2
1;357;2;1;357;357;2
1;358;2;1;358;358;2
1;359;2;1;359;359;2
1;360;2;1;360;360;2
1;361;2;1;361;361;2
1;362;2;1;362;362;2
1;363;2;1;363;363;2
1;364;2;1;364;364;2
1;365;2;1;365;365;2
1;366;2;1;366;366;2
1;367;2;1;367;367;2
1;368;2;1;368;368;2
1;369;2;1;369;369;2
1;370;2;1;370;370;2
1;371;2;1;371;371;2
1;372;2;1;372;372;2
1;373;2;1;373;373;2
1;374;2;1;374;374;2
1;375;2;1;375;375;2
1;376;2;1;376;376;2
1;377;2;1;377;377;2
1;378;2;1;378;378;2
1;379;2;1;379;379;2
1;380;2;1;380;380;2
1;381;2;1;381;381;2
1;382;2;1;382;382;2
1;383;2;1;383;383;2
1;384;2;1;384;384;2
1;385;2;1;385;385;2
1;386;2;1;386;386;2
1;387;2;1;387;387;2
1;388;2;1;388;388;2
1;389;2;1;389;389;2
1;390;2;1;390;390;2
1;391;2;1;391;391;2
1;392;2;1;392;392;2
1;393;2;1;393;393;2
1;394;2;1;394;394;2
1;395;2;1;395;395;2
1;396;2;1;396;396;2
1;397;2;1;397;397;2
1;398;2;1;398;398;2
1;399;2;1;399;399;2
1;400;2;1;400;400;2
1;401;2;1;401;401;2
1;402;2;1;402;402;2
1;403;2;1;403;403;2
1;404;2;1;404;404;2
1;405;2;1;405;405;2
1;406;2;1;406;406;2
1;407;2;1;407;407;2
1;408;2;1;408;408;2
1;409;2;1;409;409;2
1;410;2;1;410;410;2
1;411;2;1;411;411;2
1;412;2;1;412;412;2
1;413;2;1;413;413;2
1;414;2;1;414;414;2
1;415;2;1;415;415;2
1;416;2;1;416;416;2
1;417;2;1;417;417;2
1;418;2;1;418;418;2
1;419;2;1;419;419;2
1;420;2;1;420;420;2
1;421;2;1;421;421;2
1;422;2;1;422;422;2
1;423;2;1;423;423;2
1;424;2;1;424;424;2
1;425;2;1;425;425;2
1;426;2;1;426;426;2
1;427;2;1;427;427;2
1;428;2;1;428;428;2
1;429;2;1;429;429;2
1;430;2;1;430;430;2
1;431;2;1;431;431;2
1;432;2;1;432;432;2
1;433;2;1;433;433;2
1;434;2;1;434;434;2
1;435;2;1;435;435;2
1;436;2;1;436;436;2
1;437;2;1;437;437;2
1;438;2;1;438;438;2
1;439;2;1;439;439;2
1;440;2;1;440;440;2
1;441;2;1;441;441;2
1;442;2;1;442;442;2
1;443;2;1;443;443;2
1;444;2;1;444;444;2
1;445;2;1;445;445;2
1;446;2;1;446;446;2
1;447;2;1;447;447;2
1;448;2;1;448;448;2
1;449;2;1;449;449;2
1;450;2;1;450;450;2
1;451;2;1;451;451;2
1;452;2;1;452;452;2
1;453;2;1;453;453;2
1;454;2;1;454;454;2
1;455;2;1;455;455;2
1;456;2;1;456;456;2
1;457;2;1;457;457;2
1;458;2;1;458;458;2
1;459;2;1;459;459;2
1;460;2;1;460;460;2
1;461;2;1;461;461;2
1;462;2;1;462;462;2
1;463;2;1;463;463;2
1;464;2;1;464;464;2
1;465;2;1;465;465;2
1;466;2;1;466;466;2
1;467;2;1;467;467;2
1;468;2;1;468;468;2
1;469;2;1;469;469;2
1;470;2;1;470;470;2
1;471;2;1;471;471;2
1;472;2;1;472;472;2
1;473;2;1;473;473;2
1;474;2;1;474;474;2
1;475;2;1;475;475;2
1;476;2;1;476;476;2
1;477;2;1;477;477;2
1;478;2;1;478;478;2
1;479;2;1;479;479;2
1;480;2;1;480;480;2
1;481;2;1;481;481;2
1;482;2;1;482;482;2
1;483;2;1;483;483;2
1;484;2;1;484;484;2
1;485;2;1;485;485;2
1;486;2;1;486;486;2
1;487;2;1;487;487;2
1;488;2;1;488;488;2
1;489;2;1;489;489;2
1;490;2;1;490;490;2
1;491;2;1;491;491;2
1;492;2;1;492;492;2
1;493;2;1;493;493;2
1;494;2;1;494;494;2
1;495;2;1;495;495;2
1;496;2;1;496;496;2
1;497;2;1;497;497;2
1;498;2;1;498;498;2
1;499;2;1;499;499;2
1;500;2;1;500;500;2
1;501;2;1;501;501;2
1;502;2;1;502;502;2
1;503;2;1;503;503;2
1;504;2;1;504;504;2
1;505;2;1;505;505;2
1;506;2;1;506;506;2
1;507;2;1;507;507;2
1;508;2;1;508;508;2
1;509;2;1;509;509;2
1;510;2;1;510;510;2
1;511;2;1;511;511;2
1;512;2;1;512;512;2
1;513;2;1;513;513;2
1;514;2;1;514;514;2
1;515;2;1;515;515;2
1;516;2;1;516;516;2
1;517;2;1;517;517;2
1;518;2;1;518;518;2
1;519;2;1;519;519;2
1;520;2;1;520;520;2
1;521;2;1;521;521;2
1;522;2;1;522;522;2
1;523;2;1;523;523;2
1;524;2;1;524;524;2
1;525;2;1;525;525;2
1;526;2;1;526;526;2
1;527;2;1;527;527;2
1;528;2;1;528;528;2
1;529;2;1;529;529;2
1;530;2;1;530;530;2
1;531;2;1;531;531;2
1;532;2;1;532;532;2
1;533;2;1;533;533;2
1;534;2;1;534;534;2
1;535;2;1;535;535;2
1;536;2;1;536;536;2
1;537;2;1;537;537;2
1;538;2;1;538;538;2
1;539;2;1;539;539;2
1;540;2;1;540;540;2
1;541;2;1;541;541;2
1;542;2;1;542;542;2
1;543;2;1;543;543;2
1;544;2;1;544;544;2
1;545;2;1;545;545;2
1;546;2;1;546;546;2
1;547;2;1;547;547;2
1;548;2;1;548;548;2
1;549;2;1;549;549;2
1;550;2;1;550;550;2
1;551;2;1;551;551;2
1;552;2;1;552;552;2
1;553;2;1;553;553;2
1;554;2;1;554;554;2
1;555;2;1;555;555;2
1;556;2;1;556;556;2
1;557;2;1;557;557;2
1;558;2;1;558;558;2
1;559;2;1;559;559;2
1;560;2;1;560;560;2
1;561;2;1;561;561;2
1;562;2;1;562;562;2
1;563;2;1;563;563;2
1;564;2;1;564;564;2
1;565;2;1;565;565;2
1;566;2;1;566;566;2
1;567;2;1;567;567;2
1;568;2;1;568;568;2
1;569;2;1;569;569;2
1;570;2;1;570;570;2
1;571;2;1;571;571;2
1;572;2;1;572;572;2
1;573;2;1;573;573;2
1;574;2;1;574;574;2
1;575;2;1;575;575;2
1;576;2;1;576;576;2
1;577;2;1;577;577;2
1;578;2;1;578;578;2
1;579;2;1;579;579;2
1;580;2;1;580;580;2
1;581;2;1;581;581;2
1;582;2;1;582;582;2
1;583;2;1;583;583;2
1;584;2;1;584;584;2
1;585;2;1;585;585;2
1;586;2;1;586;586;2
1;587;2;1;587;587;2
1;588;2;1;588;588;2
1;589;2;1;589;589;2
1;590;2;1;590;590;2
1;591;2;1;591;591;2
1;592;2;1;592;592;2
1;593;2;1;593;593;2
1;594;2;1;594;594;2
1;595;2;1;595;595;2
1;596;2;1;596;596;2
1;597;2;1;597;597;2
1;598;2;1;598;598;2
1;599;2;1;599;599;2
1;600;2;1;600;600;2
1;601;2;1;601;601;2
1;602;2;1;602;602;2
1;603;2;1;603;603;2
1;604;2;1;604;604;2
1;605;2;1;605;605;2
1;606;2;1;606;606;2
1;607;2;1;607;607;2
1;608;2;1;608;608;2
1;609;2;1;609;609;2
1;610;2;1;610;610;2
1;611;2;1;611;611;2
1;612;2;1;612;612;2
1;613;2;1;613;613;2
1;614;2;1;614;614;2
1;615;2;1;615;615;2
1;616;2;1;616;616;2
1;617;2;1;617;617;2
1;618;2;1;618;618;2
1;619;2;1;619;619;2
1;620;2;1;620;620;2
1;621;2;1;621;621;2
1;622;2;1;622;622;2
1;623;2;1;623;623;2
1;624;2;1;624;624;2
1;625;2;1;625;625;2
1;626;2;1;626;626;2
1;627;2;1;627;627;2
1;628;2;1;628;628;2
1;629;2;1;629;629;2
1;630;2;1;630;630;2
1;631;2;1;631;631;2
1;632;2;1;632;632;2
1;633;2;1;633;633;2
1;634;2;1;634;634;2
1;635;2;1;635;635;2
1;636;2;1;636;636;2
1;637;2;1;637;637;2
1;638;2;1;638;638;2
1;639;2;1;639;639;2
1;640;2;1;640;640;2
1;641;2;1;641;641;2
1;642;2;1;642;642;2
1;643;2;1;643;643;2
1;644;2;1;644;644;2
1;645;2;1;645;645;2
1;646;2;1;646;646;2
1;647;2;1;647;647;2
1;648;2;1;648;648;2
1;649;2;1;649;649;2
1;650;2;1;650;650;2
1;651;2;1;651;651;2
1;652;2;1;652;652;2
1;653;2;1;653;653;2
1;654;2;1;654;654;2
1;655;2;1;655;655;2
1;656;2;1;656;656;2
1;657;2;1;657;657;2
1;658;2;1;658;658;2
1;659;2;1;659;659;2
1;660;2;1;660;660;2
1;661;2;1;661;661;2
1;662;2;1;662;662;2
1;663;2;1;663;663;2
1;664;2;1;664;664;2
1;665;2;1;665;665;2
1;666;2;1;666;666;2
1;667;2;1;667;667;2
1;668;2;1;668;668;2
1;669;2;1;669;669;2
1;670;2;1;670;670;2
1;671;2;1;671;671;2
1;672;2;1;672;672;2
1;673;2;1;673;673;2
1;674;2;1;674;674;2
1;675;2;1;675;675;2
1;676;2;1;676;676;2
1;677;2;1;677;677;2
1;678;2;1;678;678;2
1;679;2;1;679;679;2
1;680;2;1;680;680;2
1;681;2;1;681;681;2
1;682;2;1;682;682;2
1;683;2;1;683;683;2
1;684;2;1;684;684;2
1;685;2;1;685;685;2
1;686;2;1;686;686;2
1;687;2;1;687;687;2
1;688;2;1;688;688;2
1;689;2;1;689;689;2
1;690;2;1;690;690;2
1;691;2;1;691;691;2
1;692;2;1;692;692;2
1;693;2;1;693;693;2
1;694;2;1;694;694;2
1;695;2;1;695;695;2
1;696;2;1;696;696;2
1;697;2;1;697;697;2
1;698;2;1;698;698;2
1;699;2;1;699;699;2
1;700;2;1;700;700;2
1;701;2;1;701;701;2
1;702;2;1;702;702;2
1;703;2;1;703;703;2
1;704;2;1;704;704;2
1;705;2;1;705;705;2
1;706;2;1;706;706;2
1;707;2;1;707;707;2
1;708;2;1;708;708;2
1;709;2;1;709;709;2
1;710;2;1;710;710;2
1;711;2;1;711;711;2
1;712;2;1;712;712;2
1;713;2;1;713;713;2
1;714;2;1;714;714;2
1;715;2;1;715;715;2
1;716;2;1;716;716;2
1;717;2;1;717;717;2
1;718;2;1;718;718;2
1;719;2;1;719;719;2
1;720;2;1;720;720;2
1;721;2;1;721;721;2
1;722;2;1;722;722;2
1;723;2;1;723;723;2
1;724;2;1;724;724;2
1;725;2;1;725;725;2
1;726;2;1;726;726;2
1;727;2;1;727;727;2
1;728;2;1;728;728;2
1;729;2;1;729;729;2
1;730;2;1;730;730;2
1;731;2;1;731;731;2
1;732;2;1;732;732;2
1;733;2;1;733;733;2
1;734;2;1;734;734;2
1;735;2;1;735;735;2
1;736;2;1;736;736;2
1;737;2;1;737;737;2
1;738;2;1;738;738;2
1;739;2;1;739;739;2
1;740;2;1;740;740;2
1;741;2;1;741;741;2
1;742;2;1;742;742;2
1;743;2;1;743;743;2
1;744;2;1;744;744;2
1;745;2;1;745;745;2
1;746;2;1;746;746;2
1;747;2;1;747;747;2
1;748;2;1;748;748;2
1;749;2;1;749;749;2
1;750;2;1;750;750;2
1;751;2;1;751;751;2
1;752;2;1;752;752;2
1;753;2;1;753;753;2
1;754;2;1;754;754;2
1;755;2;1;755;755;2
1;756;2;1;756;756;2
1;757;2;1;757;757;2
1;758;2;1;758;758;2
1;759;2;1;759;759;2
1;760;2;1;760;760;2
1;761;2;1;761;761;2
1;762;2;1;762;762;2
1;763;2;1;763;763;2
1;764;2;1;764;764;2
1;765;2;1;765;765;2
1;766;2;1;766;766;2
1;767;2;1;767;767;2
1;768;2;1;768;768;2
1;769;2;1;769;769;2
1;770;2;1;770;770;2
1;771;2;1;771;771;2
1;772;2;1;772;772;2
1;773;2;1;773;773;2
1;774;2;1;774;774;2
1;775;2;1;775;775;2
1;776;2;1;776;776;2
1;777;2;1;777;777;2
1;778;2;1;778;778;2
1;779;2;1;779;779;2
1;780;2;1;780;780;2
1;781;2;1;781;781;2
1;782;2;1;782;782;2
1;783;2;1;783;783;2
1;784;2;1;784;784;2
1;785;2;1;785;785;2
1;786;2;1;786;786;2
1;787;2;1;787;787;2
1;788;2;1;788;788;2
1;789;2;1;789;789;2
1;790;2;1;790;790;2
1;791;2;1;791;791;2
1;792;2;1;792;792;2
1;793;2;1;793;793;2
1;794;2;1;794;794;2
1;795;2;1;795;795;2
1;796;2;1;796;796;2
1;797;2;1;797;797;2
1;798;2;1;798;798;2
1;799;2;1;799;799;2
1;800;2;1;800;800;2
1;801;2;1;801;801;2
1;802;2;1;802;802;2
1;803;2;1;803;803;2
1;804;2;1;804;804;2
1;805;2;1;805;805;2
1;806;2;1;806;806;2
1;807;2;1;807;807;2
1;808;2;1;808;808;2
1;809;2;1;809;809;2
1;810;2;1;810;810;2
1;811;2;1;811;811;2
1;812;2;1;812;812;2
1;813;2;1;813;813;2
1;814;2;1;814;814;2
1;815;2;1;815;815;2
1;816;2;1;816;816;2
1;817;2;1;817;817;2
1;818;2;1;818;818;2
1;819;2;1;819;819;2
1;820;2;1;820;820;2
1;821;2;1;821;821;2
1;822;2;1;822;822;2
1;823;2;1;823;823;2
1;824;2;1;824;824;2
1;825;2;1;825;825;2
1;826;2;1;826;826;2
1;827;2;1;827;827;2
1;828;2;1;828;828;2
1;829;2;1;829;829;2
1;830;2;1;830;830;2
1;831;2;1;831;831;2
1;832;2;1;832;832;2
1;833;2;1;833;833;2
1;834;2;1;834;834;2
1;835;2;1;835;835;2
1;836;2;1;836;836;2
1;837;2;1;837;837;2
1;838;2;1;838;838;2
1;839;2;1;839;839;2
1;840;2;1;840;840;2
1;841;2;1;841;841;2
1;842;2;1;842;842;2
1;843;2;1;843;843;2
1;844;2;1;844;844;2
1;845;2;1;845;845;2
1;846;2;1;846;846;2
1;847;2;1;847;847;2
1;848;2;1;848;848;2
1;849;2;1;849;849;2
1;850;2;1;850;850;2
1;851;2;1;851;851;2
1;852;2;1;852;852;2
1;853;2;1;853;853;2
1;854;2;1;854;854;2
1;855;2;1;855;855;2
1;856;2;1;856;856;2
1;857;2;1;857;857;2
1;858;2;1;858;858;2
1;859;2;1;859;859;2
1;860;2;1;860;860;2
1;861;2;1;861;861;2
1;862;2;1;862;862;2
1;863;2;1;863;863;2
1;864;2;1;864;864;2
1;865;2;1;865;865;2
1;866;2;1;866;866;2
1;867;2;1;867;867;2
1;868;2;1;868;868;2
1;869;2;1;869;869;2
1;870;2;1;870;870;2
1;871;2;1;871;871;2
1;872;2;1;872;872;2
1;873;2;1;873;873;2
1;874;2;1;874;874;2
1;875;2;1;875;875;2
1;876;2;1;876;876;2
1;877;2;1;877;877;2
1;878;2;1;878;878;2
1;879;2;1;879;879;2
1;880;2;1;880;880;2
1;881;2;1;881;881;2
1;882;2;1;882;882;2
1;883;2;1;883;883;2
1;884;2;1;884;884;2
1;885;2;1;885;885;2
1;886;2;1;886;886;2
1;887;2;1;887;887;2
1;888;2;1;888;888;2
1;889;2;1;889;889;2
1;890;2;1;890;890;2
1;891;2;1;891;891;2
1;892;2;1;892;892;2
1;893;2;1;893;893;2
1;894;2;1;894;894;2
1;895;2;1;895;895;2
1;896;2;1;896;896;2
1;897;2;1;897;897;2
1;898;2;1;898;898;2
1;899;2;1;899;899;2
1;900;2;1;900;900;2
1;901;2;1;901;901;2
1;902;2;1;902;902;2
1;903;2;1;903;903;2
1;904;2;1;904;904;2
1;905;2;1;905;905;2
1;906;2;1;906;906;2
1;907;2;1;907;907;2
1;908;2;1;908;908;2
1;909;2;1;909;909;2
1;910;2;1;910;910;2
1;911;2;1;911;911;2
1;912;2;1;912;912;2
1;913;2;1;913;913;2
1;914;2;1;914;914;2
1;915;2;1;915;915;2
1;916;2;1;916;916;2
1;917;2;1;917;917;2
1;918;2;1;918;918;2
1;919;2;1;919;919;2
1;920;2;1;920;920;2
1;921;2;1;921;921;2
1;922;2;1;922;922;2
1;923;2;1;923;923;2
1;924;2;1;924;924;2
1;925;2;1;925;925;2
1;926;2;1;926;926;2
1;927;2;1;927;927;2
1;928;2;1;928;928;2
1;929;2;1;929;929;2
1;930;2;1;930;930;2
1;931;2;1;931;931;2
1;932;2;1;932;932;2
1;933;2;1;933;933;2
1;934;2;1;934;934;2
1;935;2;1;935;935;2
1;936;2;1;936;936;2
1;937;2;1;937;937;2
1;938;2;1;938;938;2
1;939;2;1;939;939;2
1;940;2;1;940;940;2
1;941;2;1;941;941;2
1;942;2;1;942;942;2
1;943;2;1;943;943;2
1;944;2;1;944;944;2
1;945;2;1;945;945;2
1;946;2;1;946;946;2
1;947;2;1;947;947;2
1;948;2;1;948;948;2
1;949;2;1;949;949;2
1;950;2;1;950;950;2
1;951;2;1;951;951;2
1;952;2;1;952;952;2
1;953;2;1;953;953;2
1;954;2;1;954;954;2
1;955;2;1;955;955;2
1;956;2;1;956;956;2
1;957;2;1;957;957;2
1;958;2;1;958;958;2
1;959;2;1;959;959;2
1;960;2;1;960;960;2
1;961;2;1;961;961;2
1;962;2;1;962;962;2
1;963;2;1;963;963;2
1;964;2;1;964;964;2
1;965;2;1;965;965;2
1;966;2;1;966;966;2
1;967;2;1;967;967;2
1;968;2;1;968;968;2
1;969;2;1;969;969;2
1;970;2;1;970;970;2
1;971;2;1;971;971;2
1;972;2;1;972;972;2
1;973;2;1;973;973;2
1;974;2;1;974;974;2
1;975;2;1;975;975;2
1;976;2;1;976;976;2
1;977;2;1;977;977;2
1;978;2;1;978;978;2
1;979;2;1;979;979;2
1;980;2;1;980;980;2
1;981;2;1;981;981;2
1;982;2;1;982;982;2
1;983;2;1;983;983;2
1;984;2;1;984;984;2
1;985;2;1;985;985;2
1;986;2;1;986;986;2
1;987;2;1;987;987;2
1;988;2;1;988;988;2
1;989;2;1;989;989;2
1;990;2;1;990;990;2
1;991;2;1;991;991;2
1;992;2;1;992;992;2
1;993;2;1;993;993;2
1;994;2;1;994;994;2
